#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
;;;;;;;;;;
EVTDESCancrel.1239;My skills are well known, but it seems there is a counter. More have heard about it. ;Mes compétences sont bien connues, mais l’ennemi résiste et beaucoup en ont eu vent. ;Meine Fähigkeiten sind wohlbekannt, aber es scheint eine Gegenmaßnahme zu geben. Mehr Leute haben davon erfahren.;;Todos conocen mis habilidades, pero parece que hay una estratagema de por medio. Casi todos lo saben. ;;;;;;;;;x
EVTOPTAancrel.1239;But I am still tough;Je reste quelqu’un de fort.;Aber ich bin immer noch zäh;;Pero aun así podré lograrlo.;;;;;;;;;x
EVTDESCancrel.1240;In a recent game of Hurling the toughness I habitually show has been proven to be misguided.;Au cours d’une récente mêlée, la force dont je fais habituellement preuve a été mise à mal.;In einem kürzlichen Nahkampf hat sich die Zähigkeit, die ich gewohnheitsmäßig an den Tag lege, als Fehler erwiesen.;;En un combate reciente, he demostrado no poseer tanta fortaleza como pensaban.;;;;;;;;;x
EVTOPTAancrel.1240;I feel lessened;Je me sens moins fort(e).;Ich fühle mich degradiert;;Me siento inferior.;;;;;;;;;x
EVTDESCancrel.1241;I was taking part in the Tailteann Games and enjoying the camaraderie with the other entrants when a queer feeling came over me.;Alors que je participais au tournoi et m’amusais avec les autres, un sentiment étrange m’a envahi.;Ich nahm am Turnier teil und genoss die Kameradschaft unter den Teilnehmern, als mich ein ungutes Gefühl beschlich.;;Participando en el torneo y disfrutando de la camaradería con los otros competidores, noté como algo se despertó en mí.;;;;;;;;;x
EVTOPTAancrel.1241;I dare not speak its name;Je n’ose pas en dire plus.;Ich wage es nicht auszusprechen;;Mejor no voy a decir más.;;;;;;;;;x
EVTDESCancrel.1242;The tailteann games are such fun, and it is not just the taking part it is all the other entertainments available. Then I noticed a strange sore on my body in a place I would much rather not mention.;Les tournois sont plaisants et j’ai apprécié de participer aux différentes activités proposées. Mais j’ai ressenti une étrange douleur à un endroit que je n’ose mentionner.;Turniere machen so viel Spaß. Es ist nicht nur die Teilnahme an den Kämpfen, sondern auch das ganze Drumherum. Dann aber bemerkte ich, dass sich ein Körperteil, den ich besser nicht beim Namen nenne, merkwürdig wund anfühlte.;;Los torneos son tan divertidos... No todo es participar, también puedes encontrar otro tipo de diversión. En aquel momento, me vino una extraña picazón en un lugar del cuerpo que mejor no mencionaré.;;;;;;;;;x
EVTOPTAancrel.1242;Probably nothing to worry about;Il n’y a sûrement pas lieu de s’en inquiéter.;Wahrscheinlich nichts, das einen sorgen müsste;;Seguro que no es nada preocupante.;;;;;;;;;x
EVTDESCancrel.1243;The games did not go well, but not badly either. I had prepared for months for this and at the end of the day I was simply not good enough. I had turned to solace in drink. When it was over a few morning later I felt terrible and the hair of the dog seemed like the answer.;Sans être catastrophique, le tournoi ne s’est pas très bien passé. Des mois durant, je m’y étais préparé(e) pour, au final, ne pas vraiment être à la hauteur. J’ai bu pour me consoler. Quelques jours tard, je me suis réveillé(e) avec une terrible gueule de bois.;Das Turnier lief nicht gut für mich, aber auch nicht schlecht. Monatelang hatte ich mich darauf vorbereitet, aber letztendlich war ich einfach nicht gut genug. Trost suchte ich im Wein. Einige Morgen später fühlte ich mich schrecklich, und ein Becher Wein schien dagegen genau die richtige Medizin zu sein.;;El torneo no fue bien, pero tampoco mal del todo. Me había estado preparando durante meses y, al cabo del día, no lograba estar a la altura. Decidí darme a la bebida y a la soledad. Varias mañanas después me sentí fatal, y pensé que una copita de más me quitaría la resaca.;;;;;;;;;x
EVTOPTAancrel.1243;One more drink won't hurt.;Un petit verre de plus ne me fera pas de mal.;Ein Becher mehr kann doch nicht schaden.;;Por una copita más, no pasará nada.;;;;;;;;;x
EVTDESCancrel.1244;While I was at the tailteann games some lower class type with pretensions insulted my honor. I could only do what a man of my class could do and challenged him to a duel. Naturally he was no match for me.;Lors du tournoi, un homme issu d’une classe inférieure a piqué mon honneur au vif. J’ai fait ce qu’une personne mon rang doit faire et je l’ai défié en duel. Bien sûr, il n’était pas en mesure de rivaliser avec moi.;Auf dem Turnier beleidigte so ein anmaßender Hundsfott meine Ehre. Da blieb einem Manne meines Ranges nur eine Wahl: Ich forderte ihn zum Duell heraus. Natürlich hatte er keine Chance gegen mich.;;Durante el torneo, un pretencioso tipejo de baja alcurnia puso en duda mi honor. Hice lo que haría cualquier hombre de mi categoría: lo reté a un duelo. Por supuesto, no era rival para mí.;;;;;;;;;x
EVTOPTAancrel.1244;I learnt something about myself.;J’ai appris quelque chose me concernant.;Ich lernte etwas über mich selbst.;;Aprendí algo de mí mismo.;;;;;;;;;x
EVTDESCancrel.1245;I was at the tailteann games and although I did not have an opportunity to distinguish myself in the competitions I was sitting around and listening two entrants plot together to advantage themselves in the next bought. I listened carefully to their plan and I instantly saw the flaws.;Lors du tournoi, et alors que je n’avais pas encore réussi à me distinguer, j’ai entendu deux chevaliers comploter pour prendre l’avantage lors de l’exercice suivant. J’ai écouté avec attention la manière dont ils envisageaient de procéder, décelant d’emblée les points faibles de leur plan.;Ich nahm an dem Turnier teil. Ich konnte mich zwar nicht im Nahkampf auszeichnen, aber ich schnappte das Gespräch zweier Ritter auf, die zum Vorrücken in die nächste Runde eine Verschwörung planten. Ich hörte ihrem Plan genau zu und erkannte dessen Fehler augenblicklich.;;Estaba en el torneo y, aunque no tuve la oportunidad de sobresalir en el combate, me senté a escuchar a dos caballeros hablar sobre cómo podrían sacar partido de la próxima ronda. Escuché a su plan detenidamente y enseguida vi los puntos flacos.;;;;;;;;;x
EVTOPTAancrel.1245;Intriguing;Intriguant.;Interessant;;Interesante.;;;;;;;;;x
EVTDESCancrel.1246;I was at the tailteann games and although I did not have an opportunity to distinguish myself in the competitions I was sitting around and listening two entrants plot together to advantage themselves in the next bought. I lent offered some advice, how was I supposed to know?.;Lors du tournoi, et alors que je n’avais pas encore réussi à me distinguer, j’ai entendu deux chevaliers comploter pour prendre l’avantage lors de l’exercice suivant. Je les ai conseillés. Comment pouvais-je savoir ?;Ich nahm an dem Turnier teil. Ich konnte mich zwar nicht im Nahkampf auszeichnen, aber ich schnappte das Gespräch zweier Ritter auf, die zum Vorrücken in die nächste Runde eine Verschwörung planten. Ich bot meinen Rat an ... woher hätte ich es wissen sollen?;;Estaba en el torneo y, aunque no tuve la oportunidad de sobresalir en el combate, me senté a escuchar a dos caballeros hablar sobre cómo podrían sacar partido de la próxima compra. Entonces les ofrecí mi consejo, ¿cómo iba a saberlo?;;;;;;;;;x
EVTOPTAancrel.1246;Oops;Oups!;Oh-oh;;Vaya;;;;;;;;;x
EVTDESCancrel.1247;While at the tailteann games I was listening to some lesser Lordling describe how he collected tithes from his serfs. As I listened I realized he was giving his serf plenty of ways of avoiding giving their due.;Lors du tournoi, j’ai entendu un Seigneur raconter la manière dont il percevait des dîmes auprès de ses serfs et constaté qu’il offrait à ceux-ci de multiples moyens de ne rien lui verser.;Während des Turniers hörte ich einen niederen Fürsten beschreiben, wie er den Zehnten seiner Leibeigenen eintrieb. Beim Zuhören erkannte ich, dass er seinen Leibeigenen viele Möglichkeiten gab, ihre Pflichten zu vernachlässigen.;;Durante el torneo, escuché a uno de esos señoritingos de poca clase explicar cómo se quedaba con los diezmos de sus siervos. A medida que escuchaba, supe que daba a sus siervos innumerables razones para no pagarles.;;;;;;;;;x
EVTOPTAancrel.1247;I kept this knowledge to myself;J’ai gardé cette constatation pour moi.;Ich behielt dieses Wissen für mich;;Decidí mantener esto en secreto.;;;;;;;;;x
EVTDESCancrel.1248;While at the tailteann games I joined in a conversation with other chiefs on how best to collect tithes. I saw a far easier way and it caused quite an argument with many Chiefs disagreeing with my stance, but the more I talked the more I convinced myself that I was right.;Lors du tournoi, j’ai suivi une conversation avec d’autres seigneurs sur la meilleure manière de percevoir des dîmes. J’ai indiqué qu’il existait un moyen bien plus simple d’y parvenir, mais bon nombre de chevaliers n’étaient pas d’accord. Cela étant, plus je parlais et plus il m’apparaissait évident que j’avais raison.;Während des Turniers diskutierte ich mit anderen Fürsten darüber, wie der Zehnte am besten einzutreiben seien. Ich erkannte einen einfacheren Weg, an dem sich jedoch die Geister schieden: Viele Fürsten waren anderer Meinung. Je mehr ich sprach, desto sicherer war ich mir aber, dass ich Recht hatte.;;En el torneo, me uní a una conversación con otros señores sobre cuál era la mejor manera de recolectar unos diezmos. Vi un modo más fácil de hacerlo y esto causó un gran desacuerdo con muchos de ellos. Aunque, yo, cuanto más hablaba, más convencido estaba de llevar la razón.;;;;;;;;;x
EVTOPTAancrel.1248;But I am right, aren't I?;Mais j’ai raison, n’est-ce pas ?;Ich habe doch Recht, nicht wahr?;;Pero estoy en lo cierto, ¿verdad?;;;;;;;;;x
EVTDESCancrel.1249;I was simply passing time at the tailteann games when I saw two warriors argue over honor. I knew straight away that the argument was spurious and the result would be unnecessary bloodshed. So I stepped in prevented it.;Lors du tournoi, j’ai surpris la conversation de deux chevaliers qui débattaient de la question de l’honneur. J’ai très vite compris qu’ils ne parviendraient pas à se mettre d’accord et que le sang allait couler. J’ai réagi pour éviter qu’une telle chose arrive.;Ich vertrieb mir auf dem Turnier gerade die Zeit, als ich zwei Ritter über Ehre streiten sah. Ich erkannte sofort, dass es ein ernster Streit war, der in unnötigem Blutvergießen enden würde. Deshalb schritt ich ein, um dies zu verhindern.;;Tan solo estaba pasando el rato en el torneo, cuando vi a dos caballeros hablar sobre el honor. Yo ya sabía que esta discusión era espinosa y que se derramaría sangre innecesariamente, así que me inmiscuí y evité la situación.;;;;;;;;;x
EVTOPTAancrel.1249;I am more diplomatic than I though.;Je suis plus diplomate que je le pensais.;Ich kann diplomatischer sein, als ich dachte.;;Soy más diplomático de lo que pensaba.;;;;;;;;;x
EVTDESCancrel.1250;I was simply passing time at the tailteann games when I saw two warriors argue over honor. I knew straight away that the argument was spurious and the result would be unnecessary bloodshed. I attempted to mediate the dispute and they tell me that at least one of the knights should survive the resulting duel.;Lors du tournoi, j’ai surpris la conversation de deux chevaliers qui débattaient de la question de l’honneur. J’ai très vite compris qu’ils ne parviendraient pas à se mettre d’accord et que le sang allait couler. J’ai tenté une médiation, mais ils m’ont dit qu’un seul chevalier survivrait à l’inévitable duel.;Ich vertrieb mir auf dem Turnier gerade die Zeit, als ich zwei Ritter über Ehre streiten sah. Ich erkannte sofort, dass es ein ernster Streit war, der in unnötigem Blutvergießen enden würde. Ich versuchte zu vermitteln, doch sie sagten mir, dass mindestens einer von ihnen das Duell überleben sollte.;;solo estaba pasando el rato en el torneo, cuando vi a dos caballeros hablar sobre el honor. Yo ya sabía que esta discusión era espinosa y que se derramaría sangre innecesariamente, así que intenté mediar y me dijeron que solo uno de ellos podía quedar vivo en el duelo que iban a disputar.;;;;;;;;;x
EVTOPTAancrel.1250;Oh;Oh!;Oh;;Ups.;;;;;;;;;x
EVTDESCancrel.1251;The great Tailteann Games will now take place, over the next days, various competitions of strength, will and creativity will be held.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTOPTAancrel.1251;Time to prove my worth.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
