#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
king_central_african;Imalik;;;;;;;;;;;x
kingdom_of_central_african;Arrima of;;;;;;;;;;;x
duke_central_african;Ayaz;;;;;;;;;;;x
duchy_of_central_african;Ayazate of;;;;;;;;;;;xx
count_central_african;Rwazia;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
;;;;;;;;;;
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
;;;;;;;;;;
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
MOVEMENT_SPEED;Movement Speed;Vitesse de déplacement;Bewegungsgeschwindigkeit;;;;;;;;;;;x
GOD_DANA;Dana;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
GOD_NUADA;Nuada;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
druidic;Celtic;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
druidic_reformed;Druidic;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
druidic_DESC;Celtic paganism is one of the last surviving branch of the ancient druidic belief systems. A pantheon of gods and a world full of spirits , the children of Dana rule the Skies, the Earth and the Otherworld. The main gods are Dana and Nuada, Angus, the god of Youth, Macha, the horse goddess, the great Daghda, Manannan mac Lir, the Sea God and Lugh of the Long Spear. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! Low-tech non-pagans have very low Supply Limit in Pagan counties\n§Y*§! Can declare Subjugation Wars against all other pagans\n§Y*§! Rulers are limited to Gavelkind Succession\n§Y*§! Rulers cannot declare Holy Wars\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries\n§Y*§! Rulers lose Prestige if at peace for too long\n§Y*§! The Celtic Pagan faith can be Reformed;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
druidic_reformed_DESC;The reformed Celtic faith has a standardized liturgy etched on the many raised stones on the British Isles, telling the story of the Tuatha De Danann.. It is led by the circle of the Druids with the Arch-Druid as the religious leader of the faithful. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! The Arch-Druid can call Great Holy Wars;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
THE_STONES;The Sacred Stones;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
THE_BALLADS;The Ballads;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
DRUID;Druid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
THE_FOMORIANS;The Fomorians;FRENCH;GERMAN;SPANISH;;;;;;;;;;;;;x
EVIL_BALOR;Balor;FRENCH;GERMAN;SPANISH;;;;;;;;;;;;x
EVIL_BRES;Bres;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
GOD_CAILLEACH;Cailleach;FRENCH;GERMAN;SPANISH;;;;;;;;x
d_druidic_reformed;The Circle of Druids;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
d_druidic_reformed_adj;Druidic;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
ARCH_DRUID;Myrdynn;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
ARCH_DRUIDESS;Dryad;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
ARCH_DRUID_FOA;Eldest of the Druids;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
nick_pendragon;Mab Darogan;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
;;;;;;;;;;
baron_druidic_reformed;Chief;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
baron_female_druidic_reformed;Chieftess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
barony_of_druidic_reformed;Clan of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
count_druidic_reformed;High Lord;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
count_female_druidic_reformed;High Lady;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
county_of_druidic_reformed;High Lordship of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
duke_druidic_reformed;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
duke_female_druidic_reformed;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
duchy_of_druidic_reformed;Principality of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
king_druidic_reformed;King;Roi;König;;Rey;;;;;;;;;x
king_female_druidic_reformed;Queen;Reine;Königin;;Reina;;;;;;;;;x
kingdom_of_druidic_reformed;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
emperor_druidic_reformed;High King;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
emperor_female_druidic_reformed;High Queen;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
empire_of_druidic_reformed;High Kingdom of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
;;;;;;;;;;
family_palace_baron_druidic_reformed;Elder;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
family_palace_baron_female_druidic_reformed;Lady;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_baron_druidic_reformed;Chief;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_baron_female_druidic_reformed;Chieftess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_count_druidic_reformed;High Chief;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_count_female_druidic_reformed;High Chieftess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_duke_druidic_reformed;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
city_duke_female_druidic_reformed;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
city_duchy_of_druidic_reformed;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
city_king_druidic_reformed;Grand Prince;Grand Prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
city_king_female_druidic_reformed;Grand Princess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_kingdom_of_druidic_reformed;Federation of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_emperor_druidic_reformed;Vergobret;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_emperor_female_druidic_reformed;Lady;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_empire_of_druidic_reformed;Nation of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
;;;;;;;;;;
temple_baron_druidic_reformed;Druid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_baron_female_druidic_reformed;Druidess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_barony_of_druidic_reformed;Sacred Grove of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_count_druidic_reformed;Druid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_count_female_druidic_reformed;Druidess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_county_of_druidic_reformed;Temple of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_duke_druidic_reformed;Head Druid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_duke_female_druidic_reformed;Head Druidess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_duchy_of_druidic_reformed;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_king_druidic_reformed;Archdruid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_king_female_druidic_reformed;Archdruidess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_kingdom_of_druidic_reformed;Federation of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_emperor_druidic_reformed;Myrdynn;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_empire_of_druidic_reformed;Nation of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
;;;;;;;;;;
job_spiritual_druidic_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_druidic_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
;;;;;;;;;;
baron_druidic;Chief;Chef;GERMAN;;Señor;;;;;;;;;x
baron_female_druidic;Chieftess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
barony_of_druidic;Clan of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
count_druidic;High Lord;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
count_female_druidic;High Lady;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
county_of_druidic;High Lordship of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
duke_druidic;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
duke_female_druidic;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
duchy_of_druidic;Principality of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
king_druidic;King;Roi;König;;Rey;;;;;;;;;x
king_female_druidic;Queen;Reine;Königin;;Reina;;;;;;;;;x
kingdom_of_druidic;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
emperor_druidic;High King;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
emperor_female_druidic;High Queen;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
empire_of_druidic;High Kingdom of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
;;;;;;;;;;
family_palace_baron_druidic;Elder;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
family_palace_baron_female_druidic;Lady;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_baron_druidic;Chief;Chef;Häuptling;;Mandatario;;;;;;;;;x
city_baron_female_druidic;Chieftess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_count_druidic;High Chief;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_count_female_druidic;High Chieftess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_duke_druidic;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
city_duke_female_druidic;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
city_duchy_of_druidic;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
city_king_druidic;Grand Prince;Grand Prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
city_king_female_druidic;Grand Princess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_kingdom_of_druidic;Federation of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_emperor_druidic;Vergobret;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_emperor_female_druidic;Lady;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_empire_of_druidic;Nation of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
;;;;;;;;;;
temple_baron_druidic;Druid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_baron_female_druidic;Druidess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_barony_of_druidic;Sacred Grove of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_count_druidic;Druid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_count_female_druidic;Druidess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_county_of_druidic;Temple of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_duke_druidic;Head Druid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_duke_female_druidic;Head Druidess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_duchy_of_druidic;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_king_druidic;Archdruid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_king_female_druidic;Archdruidess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_kingdom_of_druidic;Federation of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_emperor_druidic;Myrdynn;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_empire_of_druidic;Nation of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
;;;;;;;;;;
job_spiritual_druidic;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_druidic;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
;;;;;;;;;;
title_pagan_wizard;Court Wizard;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
title_pagan_wizard_desc;An unwashed, mysterious pagan from the countryside, his powers are unclear, but they serve to appease the more occult worries of a ruler.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
title_royal_champion;Champion;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
title_royal_champion_desc;The best warrior of the land, the title of champion is a great honor among celtic peoples, their task is to protect their king.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
title_uchelwr;Uchelwr;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
title_uchelwr_desc;The Teulu (literally meaning "family") are strongly armed and mounted retainers. Known individually as Uchelwr, these upper class warriors favour red tunics, and dress for battle in a similar style to the frankish knights, although armed with lances, the Uchelwr's throw javelins.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
title_vates;Vates;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
title_vates_desc;The vates were one of three classes of Celtic priesthood, the other two being the druids and the bards. The Vates had the role of seers and performed sacrifices (in particular administering human sacrifice) under the presidence of a druid.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
;;;;;;;;;;
abdication_gaelic;Abdicate your throne;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
abdication_gaelic_desc;Your injuries are a sign of weakness, following great Nuada's example, it would be wise to abdicate your throne for the safety of your people.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
gaelic_abdication;For the glory of Éire!;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
unfit_gaelic_king;Unfit to rule;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
unfit_gaelic_king_desc;A serious injury to this ruler's body has made his rule illegitimate in the eyes of his people;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
#Druid Stuff ;;;;;;;;;;;;;;x
assign_bard;You should not be seeing this (Bard Assign);French;German;;Spanish;;;;;;;;;;;x
assign_druid;You should not be seeing this (Druid Assign);French;German;;Spanish;;;;;;;;;;;x
invite_druid_to_court;Invite Druid to Court;French;German;;Spanish;;;;;;;;;;;x
invite_druid_to_court_desc;Invite a Druid to your court - this can only be done every two years;French;German;;Spanish;;;;;;;;;;;x
druid;Druid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
druid_desc;The Druid's knowledge of the ancient Celtic ballads and of sacred traditions is great and their power among the Celts is without equal. They are responsible for organising worship and sacrifices, divination, and judicial procedure in Celtic society.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
bad_druid;Wizard;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
bad_druid_desc;This druid has decided to use the ancient secrets of the druid for his own personal gain, his sacrilegious behavior is unfitting of a druid.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTDESCancrel.0152;I have searched far and wide for a worthy Druid to serve at my court. He will organise worship and sacrifices, divination, and judicial procedure, encourage my warriors, and provide me counsel. At long last, one such man has arrived at my court, but I am not sure whether he is worthy... A ruler must choose his Druid wisely, after all.;French;German;;Spanish;;;;;;;;;;;x
EVTOPTAancrel.0152;Let us meet, then.;French;German;;Spanish;;;;;;;;;;;x
EVTDESCancrel.0245;I have searched far and wide for a worthy Druid to serve at my court. He will organise worship and sacrifices, divination, and judicial procedure, encourage my warriors, and provide me counsel. At long last, one such man has arrived at my court, but I am not sure whether he is worthy... A ruler must choose his Druid wisely, after all.;French;German;;Spanish;;;;;;;;;;;x
EVTOPTAancrel.0245;Let us meet, then.;French;German;;Spanish;;;;;;;;;;;x
EVTDESCancrel.0246;A lord must choose his Druid with care, for while all druids are wise, not all have specialised in the same teachings.;French;German;;Spanish;;;;;;;;;;;x
EVTOPTAancrel.0246;Send for a master of law.;French;German;;Spanish;;;;;;;;;;;x
EVTOPTBancrel.0246;Bring me a servant of the gods.;French;German;;Spanish;;;;;;;;;;;x
EVTDESCancrel.0153;The people of your court are incredulous. “Great [Root.GetTitle], it is a shame that you do not have a Druid at court! Are you to be like a Bard without his voice, a warrior without his spear, a farmer without his seeds?” No self-respecting ruler of the islands can go without a Druid, after all.;French;German;;Spanish;;;;;;;;;;;x
EVTOPTAancrel.0153;I must find a knowledgeable Druid soon, and fast!;French;German;;Spanish;;;;;;;;;;;x
EVTOPTBancrel.0153;There seems to be a suitable candidate at my court;French;German;;Spanish;;;;;;;;;;;x
new_druid_in_court;New Druid in Court;French;German;;Spanish;;;;;;;;;;;x
new_druid_in_court_desc;A Druid has just arrived in this lord's court.;French;German;;Spanish;;;;;;;;;;;x
title_court_druid;Court Druid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
title_court_druid_desc;Responsible for organising worship and sacrifices, divination, and judicial procedure in Celtic society, they are as essential to a ruler as his sword.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
title_court_bard;Court Bard;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
title_court_bard_desc;Bards were those who sang the songs recalling the tribal warriors' deeds of bravery as well as the genealogies and family histories of the ruling strata among Celtic societies. The Celtic peoples maintain an intricate oral history committed to memory and transmitted by bards. Bards facilitated the memorization of such materials by the use of metre, rhyme and other formulaic poetic devices.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
;;;;;;;;;;;;;;x
ancrel.0154.desc;Typically my Bard only provides performances to a select few at my court, entertaining us with stories, histories, jokes, and more. It is time that I organize something on a grander scale for the entire community. As a display of my capacity as [Root.GetTitle], I shall host a great performance led by my Bard.;;;;;;;;;;;;;x
ancrel.0154.a;Let me tell my Bard my thoughts.;;;;;;;;;;;;;x
ancrel.0177.tooltip;[Root.GetTitledFirstName] discusses [Root.GetHerHis] plan with [Root.GetHerHis] Bard.;;;;;;;;;;;;;x
ancrel.0177.desc;“A good idea,” my Bard says, as we discuss my plan. “I will make preparations as soon as I can. You too, my liege, do your part in organizing this. Let the community know of your generosity!”\n”What sort of things are you planning to do?” I ask my Bard. “You must do many things - praise my ancestors, entertain the people, recall histories and great legends...”\n”Worry not,” my Bard says. “I think I have a good idea of what to do for this year’s performance. Just wait and see, my liege - as always, I will not disappoint. You and the community will be very much entertained. It will only be a matter of time.”;;;;;;;;;;;;;x
ancrel.0177.name;Preparing and Organizing;;;;;;;;;;;;;x
ancrel.0177.a;I can hardly wait.;;;;;;;;;;;;;x
ancrel.0171.desc;Your Bard has already given many wonderful performances! You and your audience are eager to hear more. Will your Bard tell of your ancestors’ heroic deeds next? Or maybe he’ll recount another adventure of the lazy genius Ouati and the ever-curious Kadi? Or perhaps he’ll start teasing some more people?;;;;;;;;;;;;;x
ancrel.0171.a;Let us hear more, my Bard, let us hear more!;;;;;;;;;;;;;x
ancrel.0172.desc;What another wonderful series of performances by your Bard - it’s too bad these sort of large performances only happen every now and then. Everyone is amazed at how your Bard is able to spend hours on end recalling histories and legends, comedies and adventures, all from memory!;;;;;;;;;;;;;x
ancrel.0172.a;Maybe next time I can hear another story about...;;;;;;;;;;;;;x
ancrel.0155.desc;Today my Bard sings of my ancestors’ heroic exploits. Look as he strums his kora harp! But his voice falters - is he tired? One of the audience members interrupts and makes some helpful criticism, as is custom among our people: “Perhaps your rhythm is too fast, respected Bard.”;;;;;;;;;;;;;x
ancrel.0155.a;Indeed, I agree. Sing slowly - we wish to ponder all you say.;;;;;;;;;;;;;x
ancrel.0155.b;No, I think his rhythm is fine.;;;;;;;;;;;;;x
ancrel.0155.c;No, be livelier! Imagine what my ancestor felt hunting elephants!;;;;;;;;;;;;;x
ancrel.0156.desc;“The Hunters approached Chief Nuh, and wished an audience,” your Bard sings, as he continues his story. “But the Chief disagreed. ‘Nay,’ cried he, ‘I shall not meet with these beggars and scavengers.’” Someone in the audience cries, “What a fool Nuh is! To reject the mighty, nyama-wielding hunters!”;;;;;;;;;;;;;x
ancrel.0156.a;The hunters are powerful like Bards and Blacksmiths indeed!;;;;;;;;;;;;;x
ancrel.0156.b;If I remember this story right, Chief Nuh has a good reason for this.;;;;;;;;;;;;;x
ancrel.0157.desc;“[Root.GetTitledFirstName]’s ancestor had to be careful as he snuck in the house, for though the wicked merchant was fat from all the food he ate, he was still sly like a hyena, and could hear even the smallest of sounds,” says your Bard, as he recounts a tale to your court. “But the wicked merchant had to be taught a lesson. Fate was on the side of [Root.GetTitledFirstName]’s ancestor. Though his cunning, he stole all of the wicked merchant’s baklava.”\nYour audience claps and cheers. Very good! That wicked merchant had it coming. So your Bard continues, “On eating one, [Root.GetTitledFirstName]’s ancestor remarked, ‘Wondrous is this delicacy eaten by the Greeks, heirs of Alexander the Great! A pity the wicked merchant had no recipes to steal!”;;;;;;;;;;;;;x
ancrel.0157.name;The Wicked Merchant;;;;;;;;;;;;;x
ancrel.0157.a;Bravo, bravo!;;;;;;;;;;;;;x
ancrel.0157.b;I wish my ancestor could have stolen the recipe.;;;;;;;;;;;;;x
ancrel.0158.desc;“How many piled-up ruins! But all the deeds I have spoken of today took place long ago. [Root.GetTitle]s have succeeded [Root.GetTitle]s, but the land has always remained the same. So it was, so it is, and so it will be.” With that, your Bard concludes his story for the day.;;;;;;;;;;;;;x
ancrel.0158.a;A good tale! Tomorrow, why don’t you tell the story about...;;;;;;;;;;;;;x
ancrel.0159.desc;“But [Root.GetTitledFirstName]’s father was brave, and mighty, and though his companions fled, he did not retreat when the lion came. He raised his spear, for he was ready to fight the lion. Then...” Your Bard pauses for dramatic effect, as everyone imagines the lion and your father circling each other.;;;;;;;;;;;;;x
ancrel.0159.a;And then? And then? What happens next?;;;;;;;;;;;;;x
ancrel.0159.b;Wait a moment... my father never told me about this!;;;;;;;;;;;;;x
ancrel.0159.c;My father didn’t kill lions, my Bard is making it all up.;;;;;;;;;;;;;x
ancrel.0160.desc;“And Guimba the Tyrant died, the victim of the trap and his own hubris,” your Bard sings, ending the story. “Thus it is so, that tyrants will always fall, defeated by righteous men who follow the wisdom of [Root.Religion.GetRandomGodName]. This is nothing but fate, for who can deny fate? One cannot change it.”\nYour Bard looks up, smiling, as he pauses for a moment. He then resumes playing his kora harp. “The universe has mysteries which none can fathom, even us Bards. Perhaps you will be born a great and mighty king - you can do nothing about it. Perhaps you will be unlucky and become a beggar - you can do nothing about it. Each man finds his way already marked for him and he can change nothing of it.”;;;;;;;;;;;;;x
ancrel.0160.name;Fate;;;;;;;;;;;;;x
ancrel.0160.a;Fate is quite a powerful thing indeed.;;;;;;;;;;;;;x
ancrel.0160.b;Fate is a silly idea used to scare children.;;;;;;;;;;;;;x
ancrel.0161.desc;Today your Bard recounts your entire genealogy, to remind your court of the great men and women from which you descend. It is amazing, is it not, that your Bard knows so much about so many people who lived long ago? Even you learn new things about your ancestors now and then.;;;;;;;;;;;;;x
ancrel.0161.a;Amazing indeed.;;;;;;;;;;;;;x	
ancrel.0161.b;I bet my Bard made some of that up and made it sound convincing.;;;;;;;;;;;;;x
ancrel.0161.c;Actually, my Bard, you made a mistake about my great-great-great...;;;;;;;;;;;;;x
ancrel.0162.desc;“The lad Ouati was a clever genius despite his laziness, always impressing the excitable, ever-curious lass Kadi with his mind,” your Bard sings, as he begins his performance. “Today, if you wish, I will tell of the two. Today, I will tell of how they and their friends solved another mystery in their village, the mystery of the iced cream...”\n”No, no,” one of your audience members interrupt, as is typical custom, “Tell us the one when the sorceress Nemiss tricked Ouati into doing her bidding!” Yet another member of your court, a scholarly sort, speaks his opinion, “I want to hear the one where Ouati and his friends debate about the mysteries of anger.” One more person speaks out, saying, “Those stories aren’t as exciting as the one with the Persian siblings and the bristle toothbrush!”;;;;;;;;;;;;;x
ancrel.0162.name;Ouati and Kadi;;;;;;;;;;;;;x
ancrel.0162.a;So many choices. Good thing my Bard can tell them all!;;;;;;;;;;;;;x
ancrel.0163.desc;“‘I’m curious at what you’re thinking,’ said the lass Kadi, as the lad Ouati tried to figure out a way to escape the trap,” your Bard tells, continuing the story. “‘How will we escape these lions?’” You don’t know how, but in your heart you know the lazy genius Ouati always figures out a way out of the situation!;;;;;;;;;;;;;x
ancrel.0163.a;I’m curious too! What’s his ingenious solution this time?;;;;;;;;;;;;;x
ancrel.0163.b;Ha, I’ve already figured this one, Ouati will use Kadi’s headscarf to...;;;;;;;;;;;;;x
ancrel.0164.desc;“‘...where my evil is law. Now the fool seeks to return to the past and undo the future that is Abubakari!’” your Bard sings in the melodramatic voice of the evil, shapeshifting sorcerer-king Abubakari. Indeed, you wonder, how will the warrior Soumaoro Yaqub undo Abubakari’s evil rule? Surely, the great villain Abu - as everyone calls him - is more than a mere sorcerer - he is a god, in a way.\nAs your Bard continues playing the song of Soumaoro Yaqub on his kora harp, you and your audience can’t wait to hear more of Soumaoro Yaqub’s endless quest to defeat the evil Abu. You’ve heard most of the stories about Soumaoro Yaqub, but you always enjoy hearing them again. Will your Bard tell of when the monkeys taught Yaqub learned to jump well? Or when Yaqub assisted the 300 Greek warriors against the Cattle-men?;;;;;;;;;;;;;x
ancrel.0164.name;The Evil that is Abu;;;;;;;;;;;;;x
ancrel.0164.a;How about the one when Yaqub lost all his clothes?;;;;;;;;;;;;;x
ancrel.0165.desc;The audience roars with laughter as your Bard mimics your style of speech and movement during his performance. You can only grimace or do a weak laugh, for you know that the Bards have the right to mock and insult anyone, including their patron, even if that patron is a powerful [Root.GetTitle] like yourself.;;;;;;;;;;;;;x
ancrel.0165.a;Ah, well, it’s not that bad.;;;;;;;;;;;;;x
ancrel.0165.b;Fools! You’ll all pay for this... somehow...;;;;;;;;;;;;;x
ancrel.0165.c;Oh no, let me show you how you should do it!;;;;;;;;;;;;;x
ancrel.0166.desc;“There lies a fabled land far, far away,” your Bard says in a low-tone, powerful and suspenseful. “This is a fearsome, barren land, where the fabled one-legged, one-eyed men live, they who are heathen cannibals! Today, the warrior Soumaoro Yaqub, in his quest to defeat the evil Abubakari, travels there...”;;;;;;;;;;;;;x
ancrel.0166.a;Will Soumaoro Yaqub undo Abubakari’s evil again?;;;;;;;;;;;;;x
ancrel.0166.b;Any scholar knows one-legged men live south of us, and they aren’t cannibals!;;;;;;;;;;;;;x
ancrel.0167.desc;Today your Bard tells one of the comedic adventures of the perverted youth, Ali-Ali, who is always a lecher around pretty girls. But Ali-Ali also possesses some magical powers, being a sorcerer-in-training, so he always has to fight strange monstrosities terrorizing his village.;;;;;;;;;;;;;x
ancrel.0167.a;Is he facing the evil crab again?;;;;;;;;;;;;;x
ancrel.0168.desc;“There once was a bandit named Ridwan the Red,” your Bard sings, beginning his performance for the day, “who came riding to Oualata from old Timbuktu, and the braggart did swagger and brandish his spear, as he told of bold battles and gold he had stole...”;;;;;;;;;;;;;x
ancrel.0168.a;Who’s going to humiliate that braggart this time?;;;;;;;;;;;;;x
ancrel.0169.desc;“There was a land far, far away, that was once threatened by a flying menace,” your Bard says, as he recounts yet another tale. “The flying monsters were great and many, like a swarm of locusts - who would, who could, kill them all? None, until came the once-imprisoned, saintly Kibu’u...”;;;;;;;;;;;;;x
ancrel.0169.a;Tell us more.;;;;;;;;;;;;;x
ancrel.0169.b;Bah, I’ve heard other Bards sing the same.;;;;;;;;;;;;;x
ancrel.0170.desc;“You’ve solved this mystery and helped me much,’ the sorceress Namiss said, congratulating the lad Ouati, that lazy genius,” as your Bard continues his tale. But your audience is incredulous. One of your courtiers says, confused, “That makes no sense, that can’t be the ending, and Ouati... isn’t Namiss - “;;;;;;;;;;;;;x
ancrel.0170.a;Something is not right here... this story might not be over just yet...;;;;;;;;;;;;;x
ancrel.0170.b;Wait, I’ve heard this one before - the fools don’t see a plot twist coming!;;;;;;;;;;;;;x
