#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
REVOKE_TITLE_INTERACTION_2H;Our Imperial administration allows us to revoke our rightful capital of §Y$CAPITAL$§! without objections from the aristocracy.;Notre administration impériale nous permet de révoquer notre capital qui lui revient de §Y$CAPITAL$§! sans objection de la part de l'aristocratie.;Unsere kaiserlichen Verwaltung ermöglicht es uns, unseren rechtmäßigen Hauptstadt §Y$CAPITAL$§! ohne Einwände von der Aristokratie widerrufen.;;Nuestra administración imperial nos permite revocar nuestra capital que le corresponde de §Y$CAPITAL$§! sin objeciones por parte de la aristocracia.;;;;;;;;;x
quranism;Quranist;;;;;;;;;;;x
quranism_DESC;Quranism is an Islamic movement that holds the Qur'an to be the most authentic criterion in Islam. Quranists generally reject the religious authority of Hadith. This in contrast to the Sunni, Shia and Ibadi doctrines which consider hadith essential for the Islamic faith.;;;;;;;;;;;x
tolu-e-islamic_DESC;The "Resurgence of Islam" movement that is related to Quranism in doctrine. This faith takes the Quranism view further, believing that the Perev, or followers of the Hadith, are servants of evil.;;;;;;;;;;;x
tolu-e-islamic;Tolu-e-Islamic;;;;;;;;;;;x
qadariyya;Qadariyya;;;;;;;;;;;x
qadariyya_DESC;Qadariyya was a theological movement in early Islam which held that man was endowed by God with free will. Qadariyya resisted the Umayyad Caliphs' claims to be ordained rulers of all Muslims by God himself, and for that reason some its proponents, the Qadarites, supported the Abbasid revolution. The Qadarites claimed to be ideological descendants of Hasan al-Basri.;;;;;;;;;;;x
yihewani;Yihewani;;;;;;;;;;;x
yihewani_DESC;Yihewani, or Ikhwan also known as Al Ikhwan al Muslimun, which means Muslim Brotherhood, but not to be confused with the Middle Eastern Muslim Brotherhood is an Islamic sect in China. Its adherents are called Sunnaiti. It is a Hanafi, non-Sufi school of the Sunni tradition. It is also referred to as "new sect" or "Latest sect".;;;;;;;;;;;x
böszörmény;Böszörmény;;;;;;;;;;;x
böszörmény_DESC;Böszörmény, also Izmaelita or Szerecsen, is a name for the Muslims who lived in the Kingdom of Hungary in the 10-13th centuries. Some of the böszörmény probably joined the federation of the seven Magyar tribes during the 9th century, and later smaller groups of Muslims arrived in the Carpathian Basin. They were engaged in trading but some of them were employed as mercenaries by the kings of Hungary. Their rights were gradually restricted from the 11th century on, and they were persuaded to accept baptism, following the establishment of the Christian Kingdom of Hungary. They disappeared by the end of the 13th century.;;;;;;;;;;;x
d_islamic_front;The Islamic Front;;;;;;;;;;;x
d_islamic_front_adj;Islamic;;;;;;;;;;;x
d_apollinarian;The Apollinarian Congregation;;;;;;;;;;;x
d_apollinarian_adj;Apollinarian;;;;;;;;;;;x
HIGH_PATRIARCH;High Patriarch;;;;;;;;;;;x
k_geneve;Genève;;;;;;;;;;;x
d_the_heirs_of_allah;The Heirs of Allah;;;;;;;;;;;x
d_the_heirs_of_allah_adj;Muslim;;;;;;;;;;;x
k_geneve_adj;Genèvan;;;;;;;;;;;;x
d_the_perfects;The Perfects;;;;;;;;;;;x
d_the_perfects_adj;Perfect;;;;;;;;;;;x
d_the_elitist_order;The Elitist Order;;;;;;;;;;;x
d_the_elitist_order_adj;Elitist;;;;;;;;;;;x
d_order_of_the_graceless;Order of the Graceless;;;;;;;;;;;x
d_order_of_the_graceless_adj;Graceless;;;;;;;;;;;x
k_berry;Berry;;;;;;;;;;;x
k_berry_adj;Berrian;;;;;;;;;;;x
k_albany;Albany;;;;;;;;;;;x
k_albany_adj;Albanesse;;;;;;;;;;;x
k_sardinia;Sardinia;;;;;;;;;;;x
k_sardinia_adj;Sardinian;;;;;;;;;;;x
slavic_heretic_pagan;Volkklan;;;;;;;;;;;x
slavic_heretic_pagan_DESC;The wolf clan is a highly heretical Slavic sect that holds that the Vucari, or wolf-men, are the sacred link between men and the gods.;;;;;;;;;;;x
slavic_heresy_pagan;Wanderer;;;;;;;;;;;x
slavic_heresy_pagan_DESC;The Wandering sons, or Bluzhdayasynovey, are a sect that believes in total poverty, whith the priests being simple wanderers. There is not true concept of Priest in the culture, for any man who feels impassioned by the gods may preach. They were declared heretical by the Slavic Church for adherrants using churches as manors.;;;;;;;;;;;x
slavic_infidel_pagan;Poroki;;;;;;;;;;;x
slavic_infidel_pagan_DESC;The Poroki are a prophetic sect, with heavy importance being placed on the priests.;;;;;;;;;;;x
slavic_lollard_pagan;Synov'yabunta;;;;;;;;;;;x
slavic_lollard_pagan_DESC;The Synov'yabunta are a Slavic sect violently opposed to the Organization of the Slavic church. Unlike the Old believers, the Sons of Rebellion do adhere to a reformed belief structure, yet they feel the High Priest is too much similar to the dreaded Christian Popes.;;;;;;;;;;x
k_vengriya;Vengriya;;;;;;;;;;;x
k_vengriya_adj;Vengriyan;;;;;;;;;;;x
d_wolf_clan;The Lupine Church;;;;;;;;;;;x
d_wolf_clan_adj;Lupine;;;;;;;;;;;x
joachimitic;Joachimitic;;;;;;;;;;;x
joachimitic_DESC;Joachimites, were a millenarian group that arose from the Franciscans in the thirteenth century. They based their ideas on the works of Joachim of Flora (or Joachim of Fiore, both names are used at points). However they went further than he ever did in rejection of the Church of their own age.Joachim's works seem to divide history into three ages. The first age was of the Father. The age of the Father was the age of the Old Covenant. The second age was of the Son and therefore the world of Christianity. The third and final age would be that of the Holy Spirit. In this new age an "Eternal Gospel" would be revealed "fulfilling" and replacing the organized church. After that society would be realigned on an egalitarian and utopian monastic base. The first age is said to have been of forty two generations. The second age would also be of 42 generations. Joachim seemed to suggest the Christian era would end in 1260 with the coming of the Anti-Christ. After that his utopian age would arrive.;;;;;;x
binitarian;Binitarian;;;;;;;;;;;x
binitarian_DESC;Binitarianism is a Christian theology of duality, two personae, two individuals, or two aspects in one Godhead (or God). Classically, binitarianism is understood as a form of monotheism — that is, that God is an absolutely single being; and yet with binitarianism there is a "twoness" in God. The other common forms of monotheism are "unitarianism", a belief in a single God with one aspect, and "trinitarianism", a belief in a single God with three aspects.;;;;;;;;;;;x
salafi;Salafi;;;;;;;;;x
salafi_DESC;The Salafi movement, also known as the Salafi methodology and the Salafist movement, is a movement or sect within Sunni Islam that takes its name from the term salaf ("predecessors", "ancestors") used to identify the earliest Muslims, who, its adherents believe, provide the epitome of Islamic practice;;;;;;;;;x
azali;Azali;;;;;;;;;x
azali_DESC;Azali, or Azali Bábí is a monotheistic religion and the name of a follower of Subh-i-Azal and the Báb. Early followers of the Báb were known as Bábís, however in the 1860s a split occurred after which the vast majority of Bábís followed Mirza Husayn `Ali, known as Bahá'u'lláh, and became known as Bahá'ís, while the minority who followed Subh-i-Azal came to be called Azalis.;;;;;;;;x
babi_group;Babi;;;;;;;;;x
bahai;Bahá'í;;;;;;;;;x
bahai_DESC;The Bahá'í Faith is a monotheistic religion emphasizing the spiritual unity of all humankind. Three core principles establish a basis for Bahá'í teachings and doctrine: the unity of God, that there is only one God who is the source of all creation; the unity of religion, that all major religions have the same spiritual source and come from the same God; and the unity of humanity, that all humans have been created equal, and that diversity of race and culture are seen as worthy of appreciation and acceptance.[3] According to the Bahá'í Faith's teachings the human purpose is to learn to know and love God through such methods as prayer, reflection, and being of service to humanity.;;;;;;;;;x
bahaullah;Bahá'u'lláh;;;;;;;;;x
bahaullah_DESC;Bahá'u'lláh is the faith of the Bahais who deny the absolute power of the god and instead place reverence in the power of the people over the single god.;;;;;;;;;x
uwaisi;Uwaisi;;;;;;;;;x
uwaisi_DESC;Uwaisiyaan refers to those Sufis who have gained the spiritual chain from another Sufi without physically meeting them in this world. Usually "Uwaisian" are known as a school in Tasawwuf, and the word Uwaisi is its singular form. The "Uwaisi " form of spiritual transmission in the vocabulary of Islamic mysticism was named after Awais Malik (Uwais al-Qarni), as it refers to the transmission of spiritual knowledge between two individuals without the need for physical interaction between them.;;;;;;;;;x
d_mahdi;The Mahdi Calipate;;;;;;;;;x
d_mahdi_adj;Caliphal;;;;;;;;;x
EVTNAMELoR.2100;The Elitists Triumphant;;;;;;;;;x
EVTDESCLoR.2100;After centuries of persecution, the Monothelite faith has been restored in favor in the eyes of Christianity. Now, the Monothelite Patriarch has delared the Orthodox faith heretical, ushuring a new age of christianity.;;;;;;;;;x
EVTOPTALoR.2000;Glory to the Elite!;;;;;;;;;x
EVTOPTALoR.2110;For the Monothelite Patriarch!;;;;;;;;;x
EVTOPTBLoR.2110;For the Pope!;;;;;;;;;x
EVTOPTCLoR.2110;For the Ancestors!;;;;;;;;;x
EVTOPTDLoR.2110;For the Ecumenial Patriarch!;;;;;;;;;x
THE_HISSING_GOD;The Hissing God;;;;;;;;;x
THE_FANGED_ONE;The Fanged One;;;;;;;;;x
SNAKE_KEEPER;Serpent Priest;;;;;;;;;x
temple_baron_sethian;Serpent Priest;;;;;;;;;x
temple_count_sethian;Sethiarch;;;;;;;;;x
d_sethian;The Cult of the Serpent;;;;;;;;;x
SNAKE_KING;Snake King;;;;;;;;;x
SNAKE_QUEEN;Snake Queen;;;;;;;;;x
d_sethian_adj;Sethian;;;;;;;;;x
THE_SERPENT;The Serpent;;;;;;;;x
temple_county_of_sethian;Sethiarchate of;;;;;;;;;x
temple_duke_sethian;Snake Prophet;;;;;;;;;x
temple_duchy_of_sethian;Prophetship of;;;;;;;;;x
temple_baron_bahai;Babi;;;;;;;;;x
temple_count_bahai;Babi-Priest;;;;;;;;;x
d_bahai;The Bahai Church;;;;;;;;;x
temple_duke_bahai;Bahjí Seer;;;;;;;;;x
temple_duchy_of_bahai;Bahjí Mansion-State of;;;;;;;;;x
d_bahai_adj;Bahá'í;;;;;;;;;x
BAHAULLAH;Bahá'u'lláh;;;;;;;;;x
temple_county_of_bahai;Babi Temple-Complex of;;;;;;;;;x
mandaic_group;Mandaic;;;;;;;;;x
mandaic;Mandaic;;;;;;;;;x
mandaic_DESC;Mandaeism is a Gnostic religion who revere Seth, Enosh, Shem, Aran and John, but rejecy Abraham, Moses and Jesus. The Mandaic faith is mostly an ethnic culture with with vary few converts outside of their ethnic communities.;;;;;;;;;x
temple_baron_mandaic;Tamiduta;;;;;;;;;x
job_spiritual_bahai;Court Babi;;;;;;;;;x
ARCHBABI;Arch-Babi;;;;;;;;;x
temple_count_mandaic;Ganzibria;;;;;;;;;x
temple_duke_mandaic;Nazorenes;;;;;;;;;x
job_spiritual_mandaic;Tamidia;;;;;;;;;x
mughtasila;Mughtasila;;;;;;;;;x
mughtasila_DESC;A off-shoot sectof Mandaeism, believing in self-baptisms and denied the power of the Risamma.;;;;;;;;;x
JOHN_THE_BAPTIST;John the Baptist;;;;;;;;;x
RUHDA_D_QUDSHA;Ruhda D-Qudsha;;;;;;;;;x
temple_king_sethian;Snake Lord;;;;;;;;;x
temple_kingdom_of_sethian;Snake Lordship of;;;;;;;;;x
low_german;Low German;;;;;;;;;x
berber_germanic;Friseur;;;;;;;;;x
dalmatian;Dalmatian;;;;;;;;;x
savoyard;Savoyard;;;;;;;;;x
EVTDESC_GOG_5;The people of [Root.GetName] have developed their language and customs to a point where they may now be considered part of a distinct branch of Italian culture. They have begun to refer to themselves as Dalmatian.;;;;;;;;;x
EVTOPTA_GOG_5;An interesting development.;;;;;;;;;x
EVTOPTB_GOG_5;Welcome to Dalmatia my brothers and sisters!;;;;;;;;;x
walloon;Walloon;;;;;;;;;x
EVTDESC_TOG_6;The people of [Root.GetName] have developed their language and customs to a point where they may now be considered part of a distinct branch of Frankish culture. They have begun to refer to themselves as Walloon.;;;;;;;;;x
EVTOPTA_GOG_6;An interesting development.;;;;;;;;;x
EVTOPTB_GOG_6;Welcome to Walloonia my brothers and sisters!;;;;;;;;;x
picardy;Picardy;;;;;;;;;x
picardy_DESC;The Picard sect of christianity is theologgically derived from the Waldensian heresy, yet highly unique in many aspects of reformation. This faith is primarily followed by the ethno-religious Picard community in France.;;;;;;;;;x
picard;Picard;;;;;;;;;x
alastian;Asatian;;;;;;;;;x
paulican;Paulican;;;;;;;;;x
paulican_DESC;The Paulicians were a Christian Adoptionist sect, also accused by medieval sources of being Gnostic and quasi Manichaean Christian. They flourished between 650 and 872 in Armenia and the Eastern Themes of the Byzantine Empire. According to medieval Byzantine sources, the group's name was derived from the 3rd century Bishop of Antioch, Paul of Samosata.;;;;;;;;;x
dulcinian;Dulcinian;;;;;;;;;x
dulcinian_DESC;The Dulcinian heresy was a Apostolic Brethren movement that were inspired by Franciscan Ideals and Joachimitic theology.;;;;;;;;;x
conventual;Conventual Franciscan;;;;;;;;;x
conventual_DESC;The Conventuals were a friar sect formed by Francis of Assisi. These friars believed in the teachings of St. Francis, and had vows of poverty. The sect earned power through conversion missions into the new urban enviroments in the late middle ages.;;;;;;;;;x
maltanesse;Maltanesse;;;;;;;;;x
nick_the_galahad;the Galahad;;;;;;;;;x
nick_the_holy_king;Holy King;;;;;;;;;x
nick_the_true_king_of_england;the True King of England;;;;;;;;;x
nick_the_brute;the Brute;;;;;;;;;x
EVTNAMEGOG.10;Mani Triumphant;;;;;;;;;x
EVTDESCGOG.10;The great kahn has converted to the ways of Manicheanism! The followers of Mani have always had great success amongst the steppe people, and with the Great Khan's conversion, many of the Mongols will follow in his footsteps.;;;;;;;;;x
EVTDESCGOG.11;The Great Khan has converted to the Mahdi faith. The Islamic Court Mullah's have held way of his court for many years now, but this descision is suprising.The Kahn insist that the Mahdi has already come, in the form of Gengis Kahn.;;;;;;;;;x
EVTNAMEGOG.11;The Mahdi among us!;;;;;;;;;x
EVTNAMEGOG.12;By the Holy Quran;;;;;;;;;x
EVTDESCGOG.12;The followers of Mohammad have converted the Kahn! The Kahn, after his conversion, began a study of the hadiths. Declaring them false, the Kahn declared that the Quran is the only legal religious text, buring hundereds of guides to Islamic Law.;;;;;;;;;x
EVTNAMEGOG.13;The Peacock Angel Ascended;;;;;;;;;x
EVTDESCGOG.13;The great Kahn has converted to the way of the Yazid! The highly shamanic traditions and mystical nature has appealed to the great Kahn's followers. Now, he intend to enforce his new belief upon his followers, and plans of a Great Xvaili are being planned in the ruins of Beijing!;;;;;;;;;x
EVTNAMEGOG.14;Of Zoroaster!;;;;;;;;;x
EVTDESCGOG.14;The Great Kahn, after traveling through the Persian highlands, found a small cove of Zoroastrian Priests, inspired by their piety and faith, he decides to stay for a while. When he returned to his fellow soldiers, he began to preach the ways of Zoroaster, and promises to restore the high priestship!;;;;;;;;;x
k_northumbria;Northumbria;;;;;;;;;x
k_northumbria_adj;Northumbrian;;;;;;;;;x
EVTDESC_GOG_25;You have called for a great celebration of Beltane, a fetival commemorating the comming of Summer, already the people are preparing for the holiday, with many merchants selling the many decorations and supplies for the festival. ;;;;;;;;;;x
EVTTOOLTIP_GOG_26;Invitations for the Beltane have been sent.;;;;;;;;;x
EVTDESC_GOG_26;[From.GetTitledFirstName], your liege, has invited you to join [From.GetHerHim] for this years Beltane festival. This is a time of celebration, commemorating the coming of Lugh, and summer. 
EVTDESC_TOG_702;[From.GetTitledFirstName] has declined your invitation to attend the Beltane festival! Apparently [From.GetSheHe] has no faith in Cenurios, Lugh and the other gods, and instead follows the strange rituals of some other religion that is foreign to our ways.
EVTOPTA_GOG_27;Rediculous!;;;;;;;;;x
EVTDESC_GOG_28;It is late and your vassals have arrived, already the bonfires have been lit to commemorate the comming of summer. Through the night, food and good cheer will be found. Many of the activities are meant to bring fertility and appease the Sí, who are most active this night.;;;;;;;;;x
EVTOPTA_GOG_28;By the Horned One we pray!;;;;;;;;;x
EVTDESC_GOG_29;As you arrive the smell of burning wood fills the air, you can already see great commotion going on, and there are dancers and cooks awaiting your needs. This will surely be the greatest Beltane yet!;;;;;;;;;x
EVTOPTA_GOG_29;Praise the Gods!;;;;;;;;;x
EVTDESC_GOG_30;With a clap of your hands, servants bring out plate after plate of food for the guests, a loud cheer is heard and the festivities continue.;;;;;;;;;x
EVTOPTA_GOG_30;What a fine night!;;;;;;;;;x
EVTDESC_GOG_31;You see your liege claps his hands, and the servants bring out the awaited food, you give a loud cheer, and procede with the activities.;;;;;;;;;x
EVTOPTA_GOG_31;Praise Lugh!;;;;;;;;;x
EVTDESC_GOG_32;You see the first light of dawn as the last of the vassals depart to the keeps. Already it is said that this year is better than the last and well worth the trip.;;;;;;;;;x
opinion_beltane;Great Beltane;;;;;;;;;x
EVTOPTA_GOG_32;At the break of dawn, the final fires are going out, and you begin to return to your keep. Already you are claiming that this feast was the best yet.;;;;;;;;;x
held_beltane_modifier;Held Beltane;;;;;;;;;x
EVTOPTA_GOG_33;A fine celebration!;;;;;;;;;x
hold_beltane;Hold Beltane;;;;;;;;;;x
hold_beltane_DESC;Celebrate the comming of summer with a Beltane Festival;;;;;;;;;x
EVTDESCGOG_34;Due to the call of war, you must now lead your men in a new hunt, for there must be blood for Lugh!;;;;;;;;;x
EVTOPTAGOG_34;The hunt continues!;;;;;;;;;x
EVTDESCGOG_35;The celebrations for Lugh have ended, now you must return and guide your people in the harvest of their crops.;;;;;;;;;x
EVTOPTAGOG_35;Glory to Lugh!;;;;;;;;;x
EVTDESCGOG_36;I have called for a celebration of Lughnasadh to be held this year. This is a holiday in honor of the glorious Lugh, and we hall have a hunt to commemorate the beginning of the harvest season.;;;;;;;;;x
EVTOPTAGOG_36;Praise Lugh!;;;;;;;;;x
hold_lughnasadh;Hold Lughnasadh;;;;;;;;;x
hold_lughnasadh_DESC;Prepare the ceremonial hunt in the name of Lugh to commemorate the beginning of the harvest season.;;;;;;;;;x
holding_samhain;Holding Samhain;;;;;;;;;x
EVTDESCGOG_38;We are now preparing to hold the Samhainm or All Hallow's Eve, the holy tradition commemorating the beginning of winter. In these last warm days, the merchants are setting up their stalls, and the children are dressing up a monsters. This is a time of feasting and celebration, for at this time the veil of Skathach is thin, allowing spirits to cross over.;;;;;;;;;x
EVTOPTAGOG_38;Praise the dead god Lugh!;;;;;;;;x
EVTDESCGOG.39;The merchants are closing up their stands and the children returning home, bags filled with food and treats. As Lugh died to the Lord of Misrule, the day grow short, and we prepare for the onslaught of winter.;;;;;;;;;x
EVTOPTAGOG.39;May we be safe this winter!;;;;;;;;;x
held_samhain;Held Samhain;;;;;;;;;x
hold_samhain;Hold Samhain;;;;;;;;;x
hold_samhain_DESC;Hold the holy festival commemorating the start of winter, and Lugh's death to the God of Misrule.;;;;;;;;;x
EVTDESCGOG.41;Two men suddenly rush into your court, both yelling about a problem. When they calm down, one tells you that the other stole his bronze axe, a powerful sign of wealth. The other claims that he found the axe, so he should keep it.;;;;;;;;;x
EVTOPTAGOG.41;Give the man his axe!;;;;;;;;;x
EVTOPTDGOG.41;Well if he found it...;;;;;;;;;x
EVTOPTBGOG.41;Imprison the thief!;;;;;;;;;x
EVTOPTCGOG.41;I'll take that!;;;;;;;;;x
EVTOPTEGOG.41;Make them duel for it!;;;;;;;;;x
EVTDESC_GOG_50;A terrible drought is in [Root.PrimaryTitle.GetFullName]. The crops are wilting, people are starving and lying dead about the streets of the cities. You are preparing a sacrifice to the gods.;;;;;;;;;x
rainmaker;Rainmaker;;;;;;;;;x
rainmaker_DESC;You brought rain to your troubled people.;;;;;;;;;x
EVTOPTA_GOG_50;How about this mouse?;;;;;;;;;x
EVTOPTB_GOG_50;A fox will surely please them.;;;;;;;;;x
EVTOPTC_GOG_50;An elaphant is what our people need!;;;;;;;;;x
EVTOPTD_GOG_50;I'll sacrifice any animal that moves!;;;;;;;;;x
prepare_beltane;Prepare the holy celebration of summer.;;;;;;;;;x
job_chancellor_armenian;Kants'ler;;;;;;;;;;;x
job_spymaster_armenian;Khorhrdakan Mardik;;;;;;;;;;;x
job_treasurer_armenian;Kargdrich;;;;;;;;;x
job_marshal_armenian;Glkhavor;;;;;;;;;;;x
job_spiritual_armenian;Patriark;;;;;;;;;;;x
e_nse;North Sea Empire;;;;;;;;;x
e_nse_adj;North Sea;;;;;;;;;x
aeolian;Aeolian;;;;;;;;;x
dacian;Dacian;;;;;;;;;x
babylonian;Babylonian;;;;;;;;;x
lombard;Lombard;;;;;;;;;x
norvind;Norvind;;;;;;;;;x
EVTDESC_NORV_1;The Wendish and Nordic population in the province have developed to the point where they are considered a new culture. Calling themselves the Norvind, they have begun a culturally distinct society.;;;;;;;;;x
alzzecio;Alzzecio;;;;;;;;;x
EVTDESC_ALZZ_1;The Bulgyar and Italian populationin the province have developed to the point where they are considered a new culture. Calling themselves the Alzzecio, they have begun a culturally distinct society.;;;;;;;;;x
siberian_group;Siberian;;;;;;;;;x
yeniseian;Yeniseian;;;;;;;;;x
afar;Afar;;;;;;;;;x
akan;Akan;;;;;;;;;x
aghbanian;Aghbanian;;;;;;;;;x
alamannian;Alamannian;;;;;;;;;x
leonese;Leonese;;;;;;;;;x
EVTDESC_2656732;The people of Leon have developed to the point where they are considered a new culture. Calling themselves the Leonese, they have begun a culturally distinct society.;;;;;;;;;x;;;;;;;;;;x
arberian;Arbërian;;;;;;;;;x
bosnjani;Bošnjani;;;;;;;;;x
karantanci;Karantanci;;;;;;;;;x
arpitanisch;Arpitanisch ;;;;;;;;;x
azeri;Azeri;;;;;;;;;x
bactrian;Bactrian;;;;;;;;;x
cumbric;Cumbric;;;;;;;;;x
tribal_arab;South Arabic;;;;;;;;;x
BM_THE_ALBIGENSIAN_CRUSADE;The Albigensian Crusade;;;;;;;;;x
BM_THE_ALBIGENSIAN_CRUSADE_DESC;On January 15, 1209, Pierre de Castelnau, who was sent to investigate the Cathars, and a dispute between the count of Baux and Raymond of Toulouse, was murdered. Pope Innocent III, seeing the opportunity declares a Crusade against the Abligensians, promising the land to any man who took up arms. Now, the cruel Simon de Montfort is heading to Languedoc to expell the Cathars, and more importantly, the original landowners. To the North, King Philip II of France is dealing with the Amalricians, a panthiest free-love movement that has distracted him from the Crusade.;;;;;;;;;x
amalrician;Amalrician;;;;;;;;;x
amalrician_DESC;Amalricianism was a panthiest, free love movement that existed in Northern France in the early 1200's. They believed that the current time, the new age of the Holy Spirit was at hand. They would survive persecution and condemnation of the church and eventually evolve into the Bretheren of the Free Spirit. Defining features in-game:\n§Y*§! Can have multiple wives\n§Y* No religious leader\n§Y*§! Cannot declare holy war\n§Y*§!;;;;;;;;;x
nick_the_catholic;'el Catòlic';;;;;;;;;x
nick_the_dieudonne;Dieudonné;;;;;;;;;x
d_arnauds_crusaders;Arnaud's Crusaders;;;;;;;;;x
d_arnauds_crusaders_adj;Arnaud;;;;;;;;;x
d_simons_crusaders;Simon's Crusaders;;;;;;;;;x
d_simons_crusaders_adj;Crusader;;;;;;;;;x
ladin;Ladin;;;;;;;;;x
sicilian;Sicilian;;;;;;;;;x
frisian;Frisian;;;;;;;;;x
old_frisian;Old Frisian;;;;;;;;;x
bavarian;Bavarian;;;;;;;;;x
old_saxon;Old Saxon;;;;;;;;;x
venetian;Veneziano;;;;;;;;;x
romansh;Romansh;;;;;;;;;x
EVTNAME_DONA_1;The True Church Rising;;;;;;;;x
EVTDESC_DONA_1;After years of persecution and hiding, the Donatist faith has regained enough followers and power to declare the recreation of the Bishopric of Carthage. Now, with the Bishop back in his seat of power, he may properly identify those who are fitting of the Lapsi, and declare a Great Matyr War to expell Heathens, and even worse, the Traditores.;;;;;;;;;x
EVTOPTA_DONA_1;Praise the Church of Saints!;;;;;;;;;x
EVTOPTB_DONA_1;Their pathetic infighting...;;;;;;;;;x
EVTOPTC_DONA_1;The heretics must be defeated!;;;;;;;;;x
EVTTITLE_DONA_2;The Agonisticis;;;;;;;;;x
EVTDESC_DONA_2;With the Donatist faith once again in control of its holy sites, it has become nescessary to refound the sacred order of the Agonisticis. Known as the Circumcellions by the heretics, this order of Martyrs will defend the faith from those who would put it into jeapordy. Already thousands of young men are joining the ranks of the Agonisticis. This is the new golden age of Donatism.;;;;;;;;;x
restore_bishop_of_carthage;Restore the Bishop of Carthage;;;;;;;;;x
restore_bishop_of_carthage_desc;Too long has the sacred seat be unowned, now, restore the bishop to his rightful place.;;;;;;;;;x
EVTOPTA_DONA_2;Laudate Deum!;;;;;;;;;x
EVTOPTB_DONA_2;This looks troubling...;;;;;;;;;x
EVTDESC_DONA_3;You wake up one day and shout, I want to join the Agonisticis;;;;;;;;;x
EVTOPTA_DONA_3;I shall ask;;;;;;;;;x
EVTOPTA_DONA_3;It would not be wise...;;;;;;;;;x
EVTDESC_DONA_4;My dear liege and lord, I humbly ask you to grant me the right to seek Martyrdom amongst the Agonisticis. Do you accept?;;;;;;;;;x
EVTDESC_DONA_5;And so the dynasty member joined the Agonisticis;;;;;;;;;x
EVTDESC_DONA_6;Got turned down!;;;;;;;;;x
EVTOPTA_DONA_6;The nerve!;;;;;;;;;x
EVTDESC_DONA_8;A sum of money was donated to the Agonisticis in order to help arm and trait the recruits.;;;;;;;;;x
EVTDESC_DONA_12;An ambassador from the Agonisticis arrived in your court today, he seeks permission to build a fortress for the Order in your province in the name of Holy Martyrship.;;;;;;;;;x
EVTOPTA_DONA_12;Of course, anything for the Martyr Army;;;;;;;;;x
EVTOPTB_DONA_12;I would never!;;;;;;;;;x
EVTDESC_DONA_13;A mighty castle has been erected for the Agonistics.;;;;;;;;;x
EVTOPTA_DONA_13;Fantastic!;;;;;;;;;x
borrow_money_agonistici;Borrow money from the Agonistici;;;;;;;;;x
borrowed_from_agonisticis;Borrowed from Agonisticis;;;;;;;;;x
expelled_d_agonisticis;Expelled Agonisticis;;;;;;;;;x
d_agonisticis;Agonisticis;;;;;;;;;x
d_agonisticis_adj;Circumcelli;;;;;;;;;x
BISHOP_CARTHAGE;Grand Bishop;;;;;;;;;x
d_donatism;Bishopric of Carthage;;;;;;;;;x
d_donatism_adj;Carthaginian;;;;;;;;;x
MARTYR_WAR;Great Martyr War;;;;;;;;;x
old_frankish;Frank;;;;;;;;;x
suebian;Suebian;;;;;;;;;x
thuringian;Thuringian;;;;;;;;;x
pictish;Pictish;;;;;;;;;x
hunnic;Hunnic;;;;;;;;;x
sarmatian;Sarmatian;;;;;;;;;x
east_gallic;East Gallic;;;;;;;;;x
east_germanic;East Germanic;;;;;;;;;x
gothic;Gothic;;;;;;;;;x
ostrogothic;Ostrogothic;;;;;;;;;x
visigothic;Visigothic;;;;;;;;;x
crimean_gothic;Crimean Gothic;;;;;;;;;x
romano_gallic;Romano-Gallic;;;;;;;;;x
romano_british;Romano-British;;;;;;;;;x
briton;Briton;;;;;;;;;x
armorican;Armorican;;;;;;;;;x
vandalic;Vandalic;;;;;;;;;x
rygir;Rygir;;;;;;;;;x
heruli;Heruli;;;;;;;;;x
iazyges;Iazyges;;;;;;;;;x
geatish;Geatish;;;;;;;;;x
antae;Antae;;;;;;;;;x
old_magyar;Magyar;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
REVOKE_TITLE_INTERACTION_2H;Our Imperial administration allows us to revoke our rightful capital of §Y$CAPITAL$§! without objections from the aristocracy.;Notre administration impériale nous permet de révoquer notre capital qui lui revient de §Y$CAPITAL$§! sans objection de la part de l'aristocratie.;Unsere kaiserlichen Verwaltung ermöglicht es uns, unseren rechtmäßigen Hauptstadt §Y$CAPITAL$§! ohne Einwände von der Aristokratie widerrufen.;;Nuestra administración imperial nos permite revocar nuestra capital que le corresponde de §Y$CAPITAL$§! sin objeciones por parte de la aristocracia.;;;;;;;;;x
gothic;Gothic;;;;;;;;;;;x
visigothic;Visigothic;;;;;;;;;;;x
ostrogothic;Ostrogothic;;;;;;;;;;;x
east_germanic;East Germanic;;;;;;;;;;;x
vandal;Vandal;;;;;;;;;;;x
ARIAN_POPE;Arian Pope;;;;;;;;;;;x
d_arian;The Arian Papacy;;;;;;;;;;;x
d_vandal;Vandal Kingdom;;;;;;;;;;;x
d_vandal_adj;;Vandal;;;;;;;;;;x
PATRIARCH_IN_THE_ADOPTION;Adopted Patriarch;;;;;;;;;;;x
d_adoptianism;Adoptionist Patriarchy;;;;;;;;;;;x
e_hun;Hun;;;;;;;;;;;x
e_hun_ADJ;Hunnic;;;;;;;;;;;x
