# CK2TITLE;EU4ID;Filename;Comment

# WtWSMS
c_meissen;2965;2965 - Vogtland;Meissen - Vogtland

c_meissen;61;61 - Dresden;Meissen - Dresden

c_thuringen;63;63 - Erfurt;Thuringen - Thuringen
c_weimar;63;63 - Erfurt;Weimar - Thuringen

c_furstenberg;69;69 - Konstanz;Furstenberg - Konstanz

c_wurttemberg;70;70 - Wurttemberg;Wurttemberg - Wurttemberg

c_ulm;1872;1872 - Ulm;Ulm - Ulm

c_leiningen;71;71 - Ansbach;Leiningen - Ansbach

c_wurzburg;79;79 - Wurzburg;Wurzburg - Wurzburg

c_bamberg;66;66 - Bamberg;Bamberg - Bamberg

c_nurnberg;67;67 - Franken;Nurnberg - Franken
c_nurnberg;1757;1757 - Oberpfalz;Nurnberg - Oberpfalz

c_niederbayern;64;64 - Niederbayern;Niederbayern - Niederbayern

c_niederbayern;2957;2957 - Regensburg;Niederbayern - Regensburg

c_niederbayern;2956;2956 - Straubing;Niederbayern - Straubing

c_kempten;68;68 - Memmingen;Kempten - Memmingen

c_kempten;2955;2955 - Ingolstadt;Kempten - Ingolstadt

c_oberbayern;65;65 - Munchen;Oberbayern - Munchen
c_oberbayern;1868;1868 - Augsburg;Oberbayern - Augsburg

c_tirol;73;73 - Tirol;Tirol - Tirol
c_schwaben;73;73 - Tirol;Schwaben - Tirol

c_chur;1873;1873 - Chur;Chur - Chur

c_innsbruck;1768;1768 - Lienz;Innsbruck - Lienz

c_salzburg;76;76 - Salzburg;Salzburg - Salzburg

c_passau;133;133 - Linz;Passau - Linz

c_znojmo;1770;1770 - Ostmarch;Znojmo - Ostmarch

c_osterreich;134;134 - Wien;Osterreich - Wien
c_osterreich;1863;1863 - Graz;Osterreich - Wien

c_steiermark;132;132 - Steiermark;Steiermark - Steiermark

c_karnten;128;128 - Karnten;Karnten - Karnten

c_plzen;2967;2967 - Eger;Plzen - Eger

c_plzen;267;267 - Plsen;Plzen - Plzen

c_domazlice;2968;2968 - Budejovice;Domazlice - Budejovice

c_litomerice;1771;1771 - Erz;Litomerice - Erz

c_praha;266;266 - Bohemia;Praha - Bohemia

c_brno;265;265 - Moravia;Brno - Moravia

c_olomouc;4237;4237 - Olomouc;Olomouc - Olomouc

c_hradec;2970;2970 - Hradeco;Hradec - Hradeco

c_lower_silesia;2966;2966 - Glogow;Lower Silesia - Glogow

c_lubusz;1763;1763 - Niederlausitz;Lubusz - Niederlausitz

c_upper_silesia;60;60 - Lausitz;Upper Silesia - Oberlausitz

c_upper_silesia;4238;4238 - Leignitz;Upper Silesia - Liegnitz

c_lausitz;61;61 - Dresden;Lausitz - Dresden

c_brandenburg;50;50 - Brandenburg;Brandenburg - Berlin
c_brandenburg;51;51 - Ruppin;Brandenburg - Ruppin
c_brandenburg;1759;1759 - Potsdam;Brandenburg - Potsdam
c_brandenburg;2969;2969 - Sternberg;Brandenburg - Sternberg
c_brandenburg;2993;2993 - Uckermark;Brandenburg - Uckermark

# Balkans

c_veglia;1826;1826 - Lika;Veglia - Lika
c_senj;1826;1826 - Lika;Senj - Lika

d_dalmatia;136;136 - Dalmatia;Duchy Dalmatia - Dalmatia
c_zadar;136;136 - Dalmatia;Zadar - Dalmatia
c_split;136;136 - Dalmatia;Split - Dalmatia
c_zachlumia;136;136 - Dalmatia;Zachlumia - Dalmatia

c_zagreb;131;131 - Zagorje15;Zagreb - Croatia

c_varadzin;152;152 - Belovar;Varadzin - Belovar

c_ragusa;137;137 - Ragusa;Ragusa - Ragusa
c_ragusa;1831;1831 - Travunia;Ragusa - Travunia

c_zeta;138;138 - Zeta;Zeta - Zeta

c_rashka;1827;1827 - Raska;Rashka - Raska
c_rashka;1766;1766 - Kosovo;Rashka - Kosovo

c_belgrade;141;141 - Serbia;Belgrade - Smederevo

c_belgrade;4239;4239 - Belgrade;Belgrade - Belgrade

c_vidin;2746;2746 - East Gangwon;Vidin - Vidin
c_vidin;4176;4176 - Brancievo;Vidin - Brancievo

c_krizevci;1767;1767 - Veroce;Krizevci - Veroce

c_usora;1828;1828 - Soli;Usora - Soli

c_hum;139;139 - Hum;Hum - Hum

c_rama;140;140 - Usora;Rama - Bosnia
c_rama;3002;3002 - Visoki;Rama - Visoki

# Byzantine Empire

c_dyrrachion;143;143 - Vlore;Dyrrachion - Vlore
c_dyrrachion;4174;4174 - Durres;Dyrrachion - Durres

c_dyrrachion;4175;4175 - Lezhe;Ochrid - Lezhe
c_ochrid;4175;4175 - Lezhe;Ochrid - Lezhe

c_epeiros;144;144 - Janina;Epeiros - Janina
c_arta;144;144 - Janina;Arta - Janina

c_cephalonia;142;142 - Corfu;Cephalonia - Corfu

c_achaia;1773;1773 - Achaea;Achaia - Achaea
c_korinthos;1773;1773 - Achaea;Kornithos - Achaea

c_monemvasia;145;145 - Morea;Monemvasia - Morea
c_methone;145;145 - Morea;Methone - Morea

d_athens;146;146 - Athens;Duchy Athens - Athens
c_atheniai;146;146 - Athens;Atheniai - Athens
c_hellas;146;146 - Athens;Hellas - Athens
c_demetrias;146;146 - Athens;Demetrias - Athens

c_naxos;164;164 - Naxos;Naxos - Naxos

c_euboia;3003;3003 - Euboia;Euboia - Euboea

c_lesbos;2348;2348 - Chios;Lesbos - Chios
c_chios;2348;2348 - Chios;Chios - Chios

c_thessalia;147;147 - Salonica;Thessalia - Larissa

c_thessalonike;1853;1853- Kozani;Thessalonike - Kozani

c_chalkidike;148;148 - Thessaloniki;Chalkidike - Thessaloniki

c_strymon;3001;3001 - Skopje;Strymon - Skopje

c_naissus;3000;3000 - Nis;Naissus - Nis

c_serdica;1765;1765 - Nis;Serdica - Sofia

d_turnovo;2750;2750 - Plovdiv;Turnovo - Plovdiv
c_tyrnovo;2750;2750 - Plovdiv;Tyrnovo - Plovdiv

c_nikopolis;150;150 - Bulgaria;Nikopolis - Bulgaria
c_dorostotum;150;150 - Bulgaria;Dorostotum - Bulgaria

c_constantia;159;159 - Silistria;Constantia - Silistria
c_karvuna;159;159 - Silistria;Karvuna - Silistria

d_adrianopolis;149;149 - Edirne;Duchy Adrianopolis - Edirne
c_adrianopolis;149;149 - Edirne;County Adrianopolis - Edirne
c_philippopolis;149;149 - Edirne;Philippopolis - Edirne
c_kaliopolis;149;149 - Edirne;Kaliopolis - Edirne

c_mesembria;1764;1764 - Burgas;Mesembria - Burgas
c_thrake;1764;1764 - Burgas;Thrake - Burgas

c_byzantion;151;151 - Thrace;Byzantion - Thrace

c_nikomedeia;316;316 - Bithynia;Nikomedeia - Izmit

c_nikaea;4312;4312 - Sultanonu;Nikea - Sultanönu

c_kyzikos;317;317 - Bursa;Kyzikos - Hudavendigar
c_prusa;317;317 - Bursa;Prusa - Hudavendigar

c_abydos;2296;2296 - Biga;Abydos - Biga

c_smyrna;318;318 - Sugla;Smyrna - Sugla
c_smyrna;2297;2297 - Saruhan;Smyrna - Saruhan
c_ephesos;318;318 - Sugla;Ephesos - Sugla

c_laodikeia;4309;4309 - Aydin;Laodikeia - Aydin
c_laodikeia;4308;4308 - Denizli;Laodikeia - Denizli

c_lykia;319;319 - Mentese;Lykia - Mentese

c_rhodos;320;320 - Rhodes;Rhodos - Rhodes

c_seleukeia;2302;2302 - Icel;Seleukeia - Icel

c_attaleia;2298;2298 - Tekke;Attaleia - Tekke

d_armenia_minor;327;327 - Adana;Duchy Armenia Minor - Adana
c_adana;327;327 - Adana;Adana - Adana
c_tarsos;327;327 - Adana;Tarsos - Adana
c_teluch;327;327 - Adana;Teluch - Adana
c_lykandos;327;327 - Adana;Lykandos - Adana

c_tyana;4307;4307 - Aksaray;Tyana - Aksaray

c_sozopolis;1848;1848 - Hamid;Sozopolis - Hamid

c_dorylaion;322;322 - Anatolia;Dorylaion - Kutahya
c_dorylaion;4311;4311 - Karahisar;Dorylaion - Karahisar

c_ikonion;323;323 - Konya;Ikonion - Konya
c_ikonion;324;324 - Karaman;Ikonion - Karaman

c_paphlagonia;4313;4313 - Kangiri;Paphlagonia - Kangiri

c_ankyra;326;326 - Ankara;Ankyra - Ankara

c_herakleia;2299;2299 - Bolu;Herakleia - Bolu

c_sinope;325;325 - Kastamon;Sinope - Kastamon
c_sinope;328;328 - Sinope;Sinope - Sinope

c_chaldea;2304;2304 - Canik;Chaldea - Canik
c_amisos;2304;2304 - Canik;Amisos - Canik
c_amisos;1846;1846 - Amasya;Amisos - Amasya

c_trapezous;330;330 - Trebizon;Trapezous - Trebizond
c_theodosiopolis;330;330 - Trebizon;Theodosiopolis - Trebizond

c_kaisereia;2301;2301 - Kayseri;Kaisereia - Kayseri
c_kaisereia;2300;2300 - Bozok;Kaisereia - Bozok

c_galatia;4314;4314 - Kirshehir;Galatia - Kirshehir

c_koloneia;329;329 - Sivas;Koloneia - Sivas
c_koloneia;2305;2305 - Erzincan;Karin - Erzincan
c_koloneia;4315;4315 - Tokat;Karin - Tokat

c_melitene;332;332 - Marash;Melitene - Marash
c_melitene;4310;4310 - Divrigi;Melitene - Divrigi
c_melitene;2303;2303 - Malatya;Melitene - Malatya

c_karin;331;331 - Erserum;Karin - Erzurum
c_ani;331;331 - Erserum;Ani - Erzurum

c_ani;4302;4302 - Bayazid;Ani - Bayazid

c_vaspurakan;2307;2307 - Van;Vaspurakan - Van
c_vaspurakan;4296;4296 - Bitlis;Vaspurakan - Bitlis

c_dwin;4304;4304 - Khoy;Dwin - Khoy

c_lori;419;419 - Armenia;Dwin - Armenia

c_kartli;423;423 - Tbilisi;Kartli - Tbilisi

c_kakheti;4301;4301 - Kartli;Kahketi - Kartli

c_taron;418;418 - Diyarbekir;Taron - Diyarbekir

c_guria;2196;2196 - Guria;Guria - Gruia

c_tao;4303;4303 - Tao;Tao - Tao
c_tao;2204;2204 - Samtskhe;Tao - Samtskhe

c_mesopotamia;2306;2306 - Mush;Mesopotamia - Mush

c_albania;2203;2203 - Kahketi;Albania - Kahketi
c_albania;4305;4305 - Shaki;Albania - Shaki

d_cyprus;321;321 - Cyprus;Duchy Cyprus - Cyprus
c_famagusta;321;321 - Cyprus;Famagusta - Cyprus
c_limisol;321;321 - Cyprus;Limisol - Cyprus

d_krete;163;163 - Crete;Duchy Krete - Crete
c_chandax;163;163 - Crete;Chandax - Crete
c_kaneia;163;163 - Crete;Kaneia - Crete

# Levant

c_aleppo;377;377 - Aleppo;Aleppo - Aleppo
c_tell_bashir;377;377 - Aleppo;Tell Bashir - Aleppo

c_aintab;4298;4298 - Ayntab;Aintab - Ayntab

c_alexandretta;2313;2313 - Antioch;Alexandretta - Antioch
c_antiocheia;2313;2313 - Antioch;Antiocheia - Antioch

c_tripoli;378;378 - Beirut;Tripoli - Tarabulus
c_tortosa;378;378 - Beirut;Tortosa - Tarabulus

c_hama;1849;1849 - Hamah;Hama - Hammah
c_asas;1849;1849 - Hamah;Asas - Hammah
c_archa;1849;1849 - Hamah;Archa - Hamah

c_homs;4297;4297 - Homs;Homs - Homs
c_baalbek;4297;4297 - Homs;Baalbek - Homs

d_ascalon;1854;1854 - Jaffa;Duchy Ascalon - Jaffa
c_ascalon;1854;1854 - Jaffa;Ascalon - Jaffa
c_jaffa;1854;1854 - Jaffa;Jaffa - Jaffa

d_galilee;1855;1855 - Sidon;Duchy Galilee - Sidon
c_tyrus;1855;1855 - Sidon;Tyrus - Sidon
c_beirut;1855;1855 - Sidon;Beirut - Sidon
c_acre;1855;1855 - Sidon;Acre - Sidon

c_tiberias;381;381 - Ajiloun;Tiberias - Ajiloun

d_jerusalem;379;379 - Judea;Duchy Jerusalem - Judea
c_jerusalem;379;379 - Judea;County Jerusalem - Judea
c_jerusalem;379;379 - Judea;Duplicate to increase weight
c_negev;379;379 - Judea;Negev - Judea
c_hebron;379;379 - Judea;Hebron - Judea
c_beersheb;379;379 - Judea;Beersheb - Judea

c_damascus;382;382 - Damascus;County Damascus - Damascus
c_safed;382;382 - Damascus;Safed - Damascus

c_amman;4270;4270 - Azraq;Amman - Hawran
c_madaba;4270;4270 - Azraq;Madaba - Hawran

c_az_zarqa;4271;4271 - Hawran;Az Zarqa - Suwayda
c_irbid;4271;4271 - Damascus;Irbid - Suwayda

c_negev;1854;1854 - Negev;Negev - Negev
c_eilat;1854;1854 - Negev;Eilat - Negev

c_darum;364;364 - Gaza;Darum - Gaza
c_el-arish;364;364 - Gaza;El-Arish - Gaza

c_kerak;380;380 - Al Karak;Kerak - Al Karak
c_monreal;380;380 - Al Karak;Monreal - Al Karak

c_eilat;4268;4268 - Aqabah;Eilat - Aqabah
c_al_aqabah;4268;4268 - Aqabah;Al Aqabah - Aqabah

c_sinai;365;365 - Sinai;Sinai - Sinai

c_farama;2315;2315 - Suez;Farama - Suez
c_sarqihya;2315;2315 - Suez;Sarqihya - Suez

c_bira;4295;4295 - Hisn Kayfa;Bira - Hisn Kayfa

c_amida;418;418 - Diyarbekir;Amida - Diyarbekir

c_edessa;2308;2308 - Urfa;Edessa - Urfa
c_nisibin;2308;2308 - Urfa;Nisibin - Urfa

d_mosul;411;411 - Mosul;Duchy Mosul - Mosul
c_mosul;411;411 - Mosul;County Mosul - Mosul

c_sinjar;2309;2309 - Sinjar;Sinjar - Sinjar
c_sinjar;4292;4292 - Mardin;Sinjar - Mardin

c_al_bichri;407;407 - Rakka;Al Bichri - Rakka
c_al_jazira;407;407 - Rakka;Al Jazira - Rakka

d_syria;2314;2314 - Rahba;Duchy Syria - Rahba
c_syria;2314;2314 - Rahba;County Syria - Rahba
c_al_bichri;2314;2314 - Rahba;Al Bichri - Rahba

c_druz;405;405 - Tadmor;Druz - Tadmor
c_tadmor;405;405 - Tadmor;Tadmor - Tadmor
c_palmyra;405;405 - Tadmor;Palmyra - Tadmor
c_syria;405;405 - Tadmor;County Syria - Tadmor
c_al_mafraq;405;405 - Tadmor;Al Mafraq - Tadmor

c_karbala;406;406 - Haditha;Karbala - Haditha
c_karbala;409;409 - Karbala;Karbala - Karbala

# Egypt, Abyssinia, Socotra & Somalia

c_pelusia;4316;4316 - Sharqiya;Pelusia - Sharqiya

c_delta;362;362 - Delta;Delta - Rashid
c_gabiyaha;363;363 - Rashid;Gabiyaha - Rashid
c_manupura;2316;2316 - Al Gharbia;Manupura - Al Gharbia

d_alexandria;358;358 - Alexandria;Alexandria - Alexandria
c_alexandria;358;358 - Alexandria;Alexandria - Alexandria

c_al_alamayn;2326;2326 - Bardiyah;Al Alamayn - Bardiyah
c_quattara;2326;2326 - Bardiyah;Quattara - Bardiyah

c_al_alamayn;2325;2325 - Tarrana;Al Alamayn - Tarrana
c_quattara;2325;2325 - Tarrana;Quattara - Tarrana
c_alexandria;2325;2325 - Tarrana;Quattara - Tarrana

d_cairo;361;361 - Cairo;Duchy Cairo - Cairo
c_cairo;361;361 - Cairo;County Cairo - Cairo

c_gizeh;4317;4317 - Bahiriya;Gizeh - Bahiriya
c_gizeh;359;359 - Faiyum;Gizeh - Faiyum

c_asyut;4318;4318 - Atfih;Asyut - Atfih
c_asyut;2317;2317 - Minya;Asyut - Minya
c_asyut;2319;2319 - Asyut;Asyut - Asyut

c_quena;4320;4320 - Girga;Quena - Girga
c_quena;360;360 - Nile;Quena - Qena
c_quena;2320;2320 - Ras Gharib;Quena - RasGharib

c_buhairya;2318;2318 - Buhaira;Buhairya - Buhaira
c_buhairya;4323;4323 - Farafreh;Buhairya - Farafreh
c_buhairya;1233;1233 - Kargah;Buhairya - Kharga

d_aswan;1231;1231 - Aswan;Duchy Aswan - Aswan
c_aswan;1231;1231 - Aswan;Aswan - Aswan
c_aswan;4319;4319 - Isna;Aswan - Isna

d_aswan;2321;2321 - Queseer;Duchy Aswan - Queseer
c_aswan;2321;2321 - Queseer;Aswan - Queseer

d_nobatia;1234;1234 - Nubia;Duchy Nobatia - Qasr Ibrim
c_dotawo;1234;1234 - Nubia;Dotawo - Qasr Ibrim
c_nobatia;1234;1234 - Nubia;Nobatia - Qasr Ibrim

d_nobatia;1232;1232 - Suakin;Duchy Nobatia - Suakin
c_suakin;1232;1232 - Suakin;Suakin - Suakin

c_aydhab;2324;2324 - Halaib;Aydhab - Halaib

d_nubia;1228;1228 - Dongola;Duchy Makuria - Dongola
c_makuria;1228;1228 - Dongola;Makuria - Dongola
c_napata;1228;1228 - Dongola;Napata - Dongola

d_nubia;2322;2322 - Wadi Halfa;Duchy Makuria - Wadi Halfa
c_makuria;2322;2322 - Wadi Halfa;Makuria - Wadi Halfa
c_napata;2322;2322 - Wadi Halfa;Napata - Wadi Halfa

c_makuria;2798;2798 - Soba;Makuria - Soba

d_nubia;2323;2323 - Sahra an Nubyah;Duchy Makuria - Sahra an Nubyah
c_nubia;2323;2323 - Sahra an Nubyah;Nubia - Sahra an Nubyah

d_nubia;1229;1229 - Berber;Duchy Nubia - Berber
c_atbara;1229;1229 - Berber;Atbara - Berber
c_hayya;1229;1229 - Berber;Haya - Berber

d_nubia;2787;2787 - Hamasien;Duchy Nubia - Hamasien
c_hayya;2787;2787 - Hamasien;Haya - Hamasien
c_akordat;2787;2787 - Hamasien;Akordat - Hamasien
c_massawa;2787;2787 - Hamasien;Massawa - Hamasien

c_atbara;1220;1220 - Dar Jaal;Atbara - Bayuda
c_atbara;2797;2797 - Shendy;Atbara - Shendy

c_kassala;4033;4033 - Al Qadirif;Kassala - Al Qadirif

c_kassala;1225;1225 - Butana;Kassala - Butana
c_kassala;2772;2772 - Dembiya;Kassala - Demibya
c_kassala;2770;2770 - Agew;Kassala - Agew

d_hayya;1226;1226 - Taka;Duchy Blemmyia - Beja
c_hayya;1226;1226 - Taka;Hayya - Beja
c_kassala;1226;1226 - Taka;Kassala - Beja

d_axum;1230;1230 - Massawa;Duchy Axum - Massawa
c_trinkitat;1230;1230 - Massawa;Trinkitat - Massawa
c_massawa;1230;1230 - Massawa;Massawa - Massawa

c_massawa;2767;2767 - Enderta;Massawa - Enderta

d_sennar;1222;1222 - Gezira;Duchy Alodia - Gezira
c_alodia;1222;1222 - Gezira;Alodia - Gezira
c_sennar;1222;1222 - Gezira;Sennar - Gezira
c_kosti;1222;1222 - Gezira;Kosti - Gezira

c_kosti;2799;2799 - Sennar;Kosti - Sennar

d_axum;1227;1227 - Tigre;Duchy Axum - Tigray
d_semien;1227;1227 - Tigre;Duchy Semien - Tigray
d_wag;1227;1227 - Tigre;Duchy Wag - Tigray
c_aksum;1227;1227 - Tigre;Aksum - Tigray
c_tigrinya;1227;1227 - Tigre;Tigrinya - Tigray
c_semien;1227;1227 - Tigre;Semien - Tigray
c_wag;1227;1227 - Tigre;Wag - Tigray
c_lakomelza;1227;1227 - Tigre;Lakomelza - Tigray
c_begemder;1227;1227 - Tigre;Begemder - Tigray

c_wag;2769;2769 - Lasta;Wag - Lasta

d_axum;2766;2766 - Mendefera;Duchy Axum - Mendefera
d_semien;2766;2766 - Mendefera;Duchy Semien - Mendefera
d_wag;2766;2766 - Mendefera;Duchy Wag - Mendefera
c_akordat;2766;2766 - Mendefera;Akordat - Mendefera

d_semien;2771;2771 - Semien;Duchy Semien - Semien
c_semien;2771;2771 - Semien;Semien - Semien

d_afar;1215;1215 - Tajura;Duchy Afar - Tajura
c_tadjoura;1215;1215 - Tajura;Tadjoura - Tajura

d_afar;2765;2765 - Assab;Duchy Afar - Assab
c_assab;2765;2765 - Assab;Assab - Assab

c_begemder;1214;1214 - Wollo;Begemder - Wollo

c_harer;1211;1211 - Harer;Harer - Harer
c_harer;2773;2773 - Mora;Harer - Mora

c_asayita;2764;2764 - Ausa;Asayita - Ausa

c_asayita;2768;2768 - Angot;Asayita - Angot
c_lakomelza;2768;2768 - Angot;Lakomelza - Angot

c_zeila;1212;1212 - Zeila;Zeila - Zeila
c_zeila;2793;2793 - Hargeisa;Zeila - Hargeisa

c_berbera;1209;1209 - Berbera;Berbera - Berbera
c_berbera;2790;2790 - Sanaag;Berbera - Sanaag
c_berbera;2789;2789 - Las Khorey;Berbera - Las Khorey
c_berbera;2792;2792 - Togdheer;Berbera - Togdheer

c_busaso;2786;2786 - Busaso;Busaso - Busaso
c_busaso;2788;2788 - Hafun;Busaso - Hafun

d_shewa;1213;1213 - Shoa;Duchy Shewa - Shewa
c_ankober;1213;1213 - Shoa;Ankober - Shewa
c_antalo;1213;1213 - Shoa;Antalo - Shewa

c_ankober;2791;2791 - Ankober;Ankober - Ankober

d_gojjam;1223;1223 - Gojjam;Duchy Gojjam - Gojjam
c_gojjam;1223;1223 - Gojjam;Gojjam - Gojjam
c_gojjam;1223;1223 - Gojjam;Gojjam - Gojjam #Added weight
c_matamma;1223;1223 - Gojjam;Matamma - Gojjam
d_damot;1223;1223 - Gojjam;Duchy Damot - Gojjam

c_asosa;2763;2763 - Asosa;Asosa - Asosa

c_damot;2762;2762 - Damot;Damot - Damot

#d_gondar;1224;1224 - Gonder;Duchy Gondar - Gonder
c_gondar;1224;1224 - Gonder;Gondar - Gonder

#d_socotra;1099;1099 - Socotra;Duchy Socotra - Socotra
c_socotra;1099;1099 - Socotra;Socotra - Socotra

#Off the map for CK2 but included to avoid stump Ethiopian/Adal provinces in EU4:
d_shewa;1218;1218 - Kefa;Duchy Shewa - Sidamo
c_ankober;1218;1218 - Kefa;Ankober - Sidamo
c_antalo;1218;1218 - Kefa;Antalo - Sidamo

c_ankober;2761;2761 - Ankober;Ankober - Arsi
c_antalo;2760;2760 - Hadiya;Ankober - Hadiya

d_shewa;1210;1210 - Ifat;Duchy Shewa - Dawaro
c_ankober;1210;1210 - Ifat;Ankober - Dawaro
c_antalo;1210;1210 - Ifat;Antalo - Dawaro

d_harer;1208;1208 - Haud;Duchy Berbera - Haud
c_berbera;1208;1208 - Haud;Berbera - Haud
c_zeila;1208;1208 - Haud;Zeila - Haud

# North Africa

c_canarias;366;366 - The Canarias;Canarias - The Canarias

c_anti-atlas;348;348 - Sus;Anti-Atlas - Sus
c_anti-atlas;2470;2470 - Haha;Anti-Atlas - Haha
c_anti-atlas;1110;1110 - Agadir;Anti-Atlas - Agadir
c_anti-atlas;2464;2464 - Quarzazate;Anti-Atlas -Quarzazate
c_ifni;348;348 - Sus;Ifni - Sus
c_ifni;2470;2470 - Haha;Ifni - Haha
c_ifni;1110;1110 - Agadir;Ifni - Agadir
c_ifni;347;347 - Ifni;Ifni - Ifni
c_tharasset;347;347 - Ifni;Tharasset - Ifni

c_marrakech;344;344 - Marrakech;Marrakech - Marrakech
c_marrakech;2467;2467 - Meknes;Marrakech - Meknes
c_marrakech;2468;2468 - Tadla;Marrakech - Tadla

c_sijilmasa;346;346 - Figuig;Sijilmasa - Figuig
c_sijilmasa;2466;2466 - Draa;Sijilmasa - Draa
c_sijilmasa;2460;2460 - Saoura;Sijilmasa - Saoura

c_massat;2469;2469 - Toubkhal;Massat - Dukkala
c_massat;345;345 - Abda;Massat - Abda
c_infa;342;342 - Toubkhal;Infa - Charb

c_tangiers;334;334 - Tangiers;Tangiers - Tangiers

c_cebta;1751;1751 - Ceuta;Cebta - Ceuta

c_fes;343;343 - Fez;Fes - Fez
c_figuig;349;349 - Figuig;Figuig - Fez
c_el_rif;335;335 - Mellila;El Rif - Fez

c_snassen;2465;2465 - Oujda;Snassen  - Oujda

c_tlemcen;336;336 - Tlemcen;Tlemcen - Tlemcen

c_orania;337;337 - Oran;Orania - Oran

c_hanyan;2463;2463 - Kasadir;Hanyan - Kasadir
c_atlas_mnt;2463;2463 - Kasadir;Atlas Mnt - Kasadir
c_atlas_mnt;2462;2462 - Ouarsenis;Atlas Mnt

c_al_djazair;2461;2461 - Dahra;Al Djazair - Dahra
c_al_djazair;338;338 - Al-Djazair;Al Djazair - Al-Djazair
c_lemdiyya;338;338 - Al-Djazair;Lemdiyya - Al-Djazair
c_lemdiyya;2462;2462 - Ouarsenis;Lemdiyya - Ouarsenis

c_ouled_nail;2458;2458 - Hodna;Ouled Nail - Hodna
c_ouled_nail;351;351 - Aures;Ouled Nail - Aures

c_mzab;350;350 - Laghouat;Mzab - Laghouat
c_mzab;2459;2459 - Titteri;Mzab - Titteri

c_beni_yanni;339;339 - Bejaia;Beni Yanni - Kabylia
c_tell_atlas;339;339 - Bejaia;Tell Atlas - Kabylia



c_bejaija;1882;1882 - Bone;Bejaija - Bone

c_constantine;340;340 - Constantine;Constantine - Constantine
c_biskra;340;340 - Constantine;Biskra - Constantine
c_annaba;1882;1882 - Annaba;Annaba - Annaba


c_tunis;341;341 - Tunis;Tunis - Tunis
c_tunis;341;341 - Tunis;Duplicate to increase weight
c_medjerda;2454;2454 - Kef;Medjerda - Kef

c_bizerte;2455;2455 - Bizerte;Bizerte - Bizerte

c_kairwan;352;352 - Gafsa;Kairwan - Gafsa
c_gabes;352;352 - Gafsa;Gabes - Gafsa

c_gabes;2453;2453 - Sfax;Gabes - Sfax
c_mahdia;2453;2453 - Sfax;Mahdia - Sfax

c_mahdia;2473;2473 - Sousse;Mahdia - Sousse

c_tripolitana;354;354 - Tripolitania;Tripolitana - Tripolitania
c_tripolitana;2451;2451 - Thubaqt;Tripolitana - Thubaqt

c_djerba;353;353 - Gabes;Djerba - Tataouine
c_djerba;2954;2954 - Djerba;Djerba - Djerba
c_djerba;2452;2452 - Zuwarah;Djerba - Zuwarah

c_syrte;355;355 - Sirt;Syrta - Sirt
c_leptis_magna;355;355 - Sirt;Leptis Magna - Sirt

d_cyrenaica;356;356 - Cyrenaica;Duchy Cyrenaica - Cyrenaica
c_cyrenaica;356;356 - Cyrenaica;County Cyrenaica - Cyrenaica
c_benghazi;356;356 - Cyrenaica;Benghazi - Cyrenaica
c_senoussi;356;356 - Cyrenaica;Senoussi - Cyrenaica

c_tobruk;357;357 - Dahrna;Tobruk - Dahrna



# Mali

c_ouadane;1127;1127 - Tuat;Ouadane - Tuat
c_idjil;1127;1127 - Tuat;Idjil - Tuat

c_araouane;1128;1128 - Taodeni;Araouane - Taodeni
c_taghaza;1128;1128 - Taodeni;Taghaza - Taodeni

c_timbuktu;1132;1132 - Timbuktu;Timbuktu - Timbuktu

c_gao;1133;1133 - Gao;Gao - Gao
c_gao;2262;2262 - Karabara;Gao - Karabara
c_gao;2264;2264 - Hombori;Gao - Hombori
c_gao;2271;2271 - Azawagh;Gao - Azawagh
c_gao;2269;2269 - Zarmaganda;Gao - Zarmaganda

c_tadmekka;1130;1130 - Tadmekka;Tadmekka - Tadimekket

c_aoudaghost;1129;1129 - Azawadd;Aoudaghost - Azawadd

c_zarma;1142;1142 - Dendi;Zarma - Dendi
c_zarma;2268;2268 - Aribanda;Zarma - Aribanda
c_zarma;2270;2270 - Dallol;Zarma - Dallol
c_zarma;2278;2278 - Kebbi;Zarma - Kebbi

c_gurma;1136;1136 - Gurma;Gurma - Gurma
c_gurma;2266;2266 - Bilanga;Gurma - Bilanga
c_gurma;2265;2265 - Liptako;Gurma - Liptako
c_gurma;1137;1137 - Wagadugu;Gurma - Wagadugu

c_djenne;1134;1134 - Jenne;Djenne - Jenne
c_djenne;1135;1135 - Yatenga;Djenne - Jenne
c_djenne;2261;2261 - Kala;Djenne - Kala
c_djenne;2259;2259 - Bara;Djenne - Bara
c_djenne;2263;2263 - Haayre;Djenne - Haayre

c_bambuk;1120;1120 - Bambuk;Bambuk - Bambuk
c_bambuk;1121;1121 - Bure;Bambuk - Bure
c_bambuk;1117;1117 - Futa Jallon;Bambuk - Futa Jallon
c_bambuk;2248;2248 - Do;Bambuk - Do

