#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
###### Realm decisions;;;;;;;;;;;;x
ask_for_hre;Ask Pope for Coronation;Demander un sacre au Pape;;;Pedir al papa que te corone.;;;;;;;x
create_pelagian_bishop_desc;With the growing strength of the Pelagian faith, it is necessary to begin to organize the faith to better defend it against the enemies of the church.;Avec la montée en puissance de la foi pélagienne, il est nécessaire de commencer à organiser la foi pour mieux la défendre contre les ennemis de l'église.;;;Con la creciente fuerza de la fe pelagiana, es necesario comenzar a organizar la fe para defenderla mejor contra los enemigos de la iglesia.;;;;;;;x
call_synod_of_whitby;Call Synod of Whitby;Appel au synode de Whitby;;;La llamada del Sínodo de Whitby;;;;;;;x
call_synod_of_whitby_desc;Call a great Synod of Insular and Roman bishops to settle differences between the Celtic and Roman rites.;Appeler à un grand synode des évêques insulaires et romains pour régler les différends entre les rites celtiques et romains.;;;Convoca a un gran sínodo de obispos insulares y romanos para resolver las diferencias entre los ritos celtas y romanos.;;;;;;;x
the_henotikon;Issue the Henotikon;Publier l'Hénotique;;;Publicar el Henotikon.;;;;;;;x
the_henotikon_desc;As the Emperor of the East, you may attempt to reconcile the proponents and opponents of the council of Chalcedon. If successful, this could heal the rift within the ERE, but in case of failure, the religious tension could increase...;En tant qu’empereur d’Orient, vous pouvez tenter de réconcilier les partisans et opposants du concile de Chalcédoine. Si vous réussissez, ceci pourrait résoudre la discorde au sein de l’Empire romain d’Orient, mais si vous n'y arrivez pas, la tension religieuse pourrait augmenter...;;;Como Emperador del Este, puedes intentar reconciliar a los proponentes y opositores del consejo de Calcedonia. Si tienes éxito, esto podría curar la ruptura dentro del Imperio Romano de Oriente, pero en caso de fracasar, la tensión religiosa podría aumentar ...;;;;;;;x
end_acacian_schism;End the Acacian schism;Mettre fin au schisme acacien;;;Fin del Cisma de Acacia;;;;;;;x
end_acacian_schism_desc;In order to reunite the Chalcedonian church and end the Acacian schism, you could revoke the Henotikon while endorsing the position of the Pope and orthodox Chalcedonianism.;Afin de réunifier l'église chalcédonienne et mettre fin au schisme acacien, vous pouvez révoquer l'Hénotique tout en approuvant la position du pape et le chalcédonisme orthodoxe.;;;Para reunir la iglesia de Calcedonia y acabar con el Cisma Acacio, puedes revocar el Henotikon al tiempo que respaldas la posición del Papa y del mandatario de Oriente.;;;;;;;x
recruit_donatist_bands;Recruit Donatist bands;Recruter des groupes de donatistes;;;Reclutar Bandas Donatistas;;;;;;;x
recruit_donatist_bands_desc;Roving bands of Donatists have for long been a problem for the rulers of Northern Africa who do not adhere to their doctrine. As a Donatist ruler, you may enlist these bands in your service at piety cost for the cause of the religion in the ongoing war, but beware of their anger in case you would choose to use them against fellow Donatists brethren.;Des groupes de donatistes armés errants ont longtemps été un problème pour les dirigeants en Afrique du Nord qui ne partagent pas leurs convictions. En tant que dirigeant donatiste, vous pouvez les engager sous votre service pour la cause de la religion dans la guerre actuelle pour un coût de piété, mais attention à leur colère si vous par malheur choisiriez de les utiliser contre vos frères donatistes.;;;Las bandas itinerantes de donatistas han sido durante mucho tiempo un problema para los gobernantes del norte de África que no se adhieren a su doctrina. Como gobernante donatista, puede reclutar a estas bandas en su servicio al costo de la piedad por la causa de la religión en la guerra en curso, pero tenga cuidado con su enojo en caso de que elija usarlas contra los hermanos donatistas.;;;;;;;x
recruit_donatist_bands_tooltip;A band of 500 Donatist warriors will appear in your capital, ready to take up arms.;Un groupe de 500 guerriers donatistes apparaîtra dans votre capitale, prêt à vous servir.;;;Una banda de 500 guerreros donatistas aparecerá en tu capital, lista para tomar las armas.;;;;;;;x
create_priscillian_patriarchy;Elevate the Bishop of Avila;Élévation de l'évêque d'Avila;;;Elevar al Obispo de Ávila;;;;;;;x
create_priscillian_patriarchy_desc;Started by Saint Marcus and Mother Agape and crystalized by Saint Priscillian, the Priscillian truths taught us of the struggle between Light and Darkness. We are the true followers of the Bible, supplemented by the Apocrypha. Our patriarch, Saint Priscillian, spread his truths as the Bishop of Avila. Now, this Bishopric still exists, but it labors under the yoke of the heresy of Rome, who persecuted our holy martyrs. We stand at a position to avenge this injustice in the name of all that is good. Let us break free from the chains of the Papists and declare, once and for all, the true Priscillian See of Avila!;Commencé par Saint Marcus et Mère Agape et cristallisé par Saint Priscillien, les vérités Prisciliennes nous ont appris la lutte entre Lumière et Ténèbres. Nous sommes les vrais disciples de la Bible, complétés par les Apocryphes. Notre patriarche, saint Priscilien, répandit ses vérités comme évêque d'Avila. Or, cet évêché existe encore, mais il travaille sous le joug de l'hérésie de Rome, qui persécutait nos saints martyrs. Nous sommes en position de venger cette injustice au nom de tout ce qui est bon. Libérons-nous des chaînes des papistes et déclarons une fois pour toutes le vrai Priscillien d’Avila!;;;Comenzado por San Marco y Madre Agape y cristalizado por San Prisciliano, las verdades priscilianas nos enseñaron la lucha entre la Luz y la Oscuridad. Somos los verdaderos seguidores de la Biblia, complementados por los apócrifos. Nuestro patriarca, San Prisciliano, difundió sus verdades como el Obispo de Ávila. Ahora, este obispado todavía existe, pero trabaja bajo el yugo de la herejía de Roma, que persiguió a nuestros santos mártires. Estamos en posición de vengarnos de esta injusticia en nombre de todo lo que es bueno. ¡Liberémonos de las cadenas de los papistas y declaremos, de una vez por todas, la verdadera sede de Prisciliano en Ávila!;;;;;;;x
create_sethian_patriarchy;Centralise the Cult of the Serpent;Centraliser le Culte du Serpent;;;Centralizar el culto de la serpiente;;;;;;x
create_sethian_patriarchy_desc;We are Sethians. In our doctrines are the truths, awakening, and knowledge of this mortal coil: Gnosis. Descended from Seth, we dedicate our lives to the defeat of Yaldabaoth and the attainment of knowledge. Many laugh at us and say we are not Christian, but if only they knew that we were not Christians, but something greater! For they are ignorant that the Serpent was the bringer of knowledge! Today, we stand at the crux of destiny, prepared to launch a new era of reason and hissing glory. Let us proclaim as one, in a united voice, the establishment of the Cult of the Serpent!;Nous sommes Sethiens. Dans nos doctrines se trouvent les vérités, le réveil et la connaissance de cette spirale mortelle : la Gnose. Descendu de Seth, nous consacrons nos vies à la défaite de Yaldabaoth et à la réalisation de la connaissance. Beaucoup se moquent de nous et disent que nous ne sommes pas chrétiens, mais si seulement ils savaient que nous n'étions pas chrétiens, mais quelque chose de plus grand ! Car ils ignorent que le Serpent était le porteur de la connaissance ! Aujourd'hui, nous nous trouvons au cœur du destin, prêts à lancer une nouvelle ère de raison et de siffler la gloire. Proclamons comme une seule voix l'établissement du culte du Serpent !;;;Somos setios. En nuestras doctrinas están las verdades, el despertar y el conocimiento de esta espiral mortal: la Gnosis. Descendidos de Seth, dedicamos nuestras vidas a la derrota de Yaldabaoth y al logro del conocimiento. Muchos se ríen de nosotros y dicen que no somos cristianos, ¡pero si tan solo supieran que no somos cristianos, sino algo más grande! ¡Porque ignoran que la Serpiente fue la portadora del conocimiento! Hoy, nos encontramos en el quid del destino, preparados para lanzar una nueva era de razón y siseo de gloria. ¡Proclamemos como uno, en una voz unida, el establecimiento del Culto de la Serpiente!;;;;;;x
create_arian_papacy;Create Arian Papacy;Créer la papauté arienne;;;Crear el Papado Arriano;;;;;;;x
create_arian_papacy_desc;With Arianism spreading across the world, it is time to establish an Arian Papacy.;Avec la propagation de l'arianisme dans le monde, il est temps d'établir une papauté arienne.;;;Con el Arrianismo extendiéndose por todo el mundo, es hora de establecer un papado ario.;;;;;;;x
create_salem;Reform the Ancient Kingdom of Salem;Reformer l'ancien royaume de Salem;;;Reformar el antiguo Reino de Salem;;;;;;;;;x
create_salem_desc;By divine providence, we have forged a mystic realm where our holy Order of Melchizedek can practice freely, without fear of persecution! Let us safeguard that freedom, now and forever, and reincarnate the holy Kingdom of Salem!;Par la providence divine, nous avons forgé un royaume mystique où notre saint Ordre de Melchisédek peut pratiquer librement, sans crainte de persécution ! Conservons cette liberté, maintenant et pour toujours, et réincarnons le saint Royaume de Salem !;;;¡Por la divina providencia, hemos forjado un reino místico donde nuestra santa Orden de Melquisedec puede practicar libremente, sin temor a la persecución! ¡Salvaguardemos esa libertad, ahora y por siempre, y reencarnemos el santo Reino de Salem!;;;;;;;;;x
restore_mimamsa;Restore the Brahmanate;Rétablir le brahmanat;;;Restaurar el Brahmanato;;;;;;;;;x
restore_mimamsa_desc;We Mimamsas, the servants of the Dharma, the Principle of Cosmic Order, have long dominated northern India. Where the superstitious Hindus cling to their blue gods, we know to follow the Dharma and live accordingly. The sinister emperors and kings above us, persecuted us and shuttered our abbeys, but no more! Now that we have taken our place in the sun as an empire, let us make a statement by empowering our righteous clergymen to lead us on our Dharmic walk.;Nous les mimamsa, les serviteurs du Dharma, le principe de l'ordre cosmique, ont longtemps dominé l'Inde du Nord. Alors que les hindous superstitieux s'attachent à leurs dieux bleus, nous savons suivre le Dharma et vivre de manière correspondante. Les empereurs et rois malveillants au-dessus de nous, cependant, s'accrochent à leurs vénérations égarées des dieux et non le Dharma. Ils nous ont persécuté et fermé les portes de nos abbayes, mais plus maintenant. Désormais nous avons pris notre place au soleil en tant qu'empire, et faisons une déclaration en laissant notre clergé juste nous mener dans notre promenade dharmique. ;;;Nosotros, los Mimamsas, los servidores del Dharma, el Principio del Orden Cósmico, hemos dominado durante mucho tiempo el norte de la India. Donde los supersticiosos hindúes se aferran a sus dioses azules, sabemos que debemos seguir el Dharma y vivir en consecuencia. Los emperadores y reyes siniestros sobre nosotros, nos persiguieron y cerraron nuestras abadías, ¡pero nada más! Ahora que hemos tomado nuestro lugar en el sol como un imperio, hagamos una declaración al empoderar a nuestros clérigos justos para que nos guíen en nuestro camino Dhármico.;;;;;;;;;x
denounce_three_chapters;Denounce the Three Chapters;Condamner les trois chapitres;;;Denunciar los Tres Capítulos;;;;;;;x
denounce_three_chapters_desc;Denounce the religious writings known as the Three Chapters to potentially heal the schism between Monophysites and Chalcedonians. The religious writings referred to as the Three Chapters were the works of Theodore of Mopsuestia, the writings of Theodoret of Cyrus against Cyril of Alexandria and the letter of Ibas of Edessa Maris, bishop of Hardaschir, all three considered sympathetic towards Nestorianism.;Condamner les écritures religieuses connues sous le nom des trois chapitres pour potentiellement remédier au schisme entre les monophysites et chalcédoniens. Les écritures religieuses mentionnées en tant que trois chapitres étaient l'œuvre de Théodore de Mopsueste, les écrits de Théodoret de Cyr contre Cyrille d'Alexandrie et la lettre d'Ibas d'Édesse à Maris, l'évêque de Hardaschir, tous les trois considérés comme proches du nestorianisme. ;;;Denuncia los escritos religiosos conocidos como los Tres Capítulos para curar potencialmente el cisma entre los monofisitas y los calcedonios. Los escritos religiosos referidos como los Tres Capítulos fueron las obras de Teodoro de Mopsuestia, los escritos de Teodoreto de Ciro contra Cirilo de Alejandría y la carta de Ibas de Edessa Maris, obispo de Hardaschir, los tres considerados simpatizantes del Nestorianismo.;;;;;;;x
rejoin_church_aquileian;Rejoin the Church;Rejoindre l'église;;;Volver a la iglesia;;;;;;;x
rejoin_church_aquileian_desc;Rejoin the Church!;Rejoindre l'église !;;;Volver a la iglesia.;;;;;;;x
take_over_aquileian_church;Take over the Aquileian Church;Prendre le contrôle de l'église aquiléenne;;;Tomar el control de la Iglesia Aquileana;;;;;;;x
take_over_aquileian_church_desc;By accepting conversion and backing the Aquileian church, you could potentially become more powerful.;En acceptant la conversion et soutenant église aquiléene, vous pourriez potentiellement devenir plus puissant.;;;Al aceptar la conversión y respaldar a la iglesia Aquilea, podrías ser potencialmente más poderoso.;;;;;;;x
give_toumanglais;Give to Umanglais;Donner à Umanglais;;;;;;;;;;x # TODO: Ask Enlil, the current localisation is a placeholder;x
give_toumanglais_desc;;;;;;;;;;;;x # TODO: Ask Enlil
give_alms;Give alms;Faire l'aumône;;;;;;;;;;x
give_alms_desc;As a Pelagian ruler you can show your choice of good conduct through your free will by giving alms. This is viewed as a pious act.;En tant que dirigeant pélagien, vous pouvez montrer votre choix de bonne conduite par votre libre arbitre en faisant l'aumône. Ceci est considéré comme un acte pieux.;;;;;;;;;;x
###### Holy order decisions;;;;;;;;;;;;x
expel_fist_hubal;Expel the Fist of Hubal;Expulser le Poing de Houbal;;;Expulsar el Puño de Hubal;;;;;;;x
expel_fist_hubal_desc;I can drive the Fist of Hubal from my realm and seize their castles. However, it is a very impious thing to do...;Je peux expulser le Poing de Houbal de mon territoire et prendre possession de leurs châteaux. Ce serait par contre un acte très impie...;;;Puedo conducir el Puño de Hubal desde mi reino y aprovechar sus castillos. Sin embargo, es una cosa muy impía de hacer ...;;;;;;;x
donate_money_to_fist_hubal;Donate 300¤ to the Fist of Hubal;Donnez 300¤ au Poing de Houbal;;;Donar 300¤ al Puño de Hubal;;;;;;;x
donate_money_to_fist_hubal_desc;I can donate money to the Fist of Hubal in exchange for [Player.Religion.GetPietyName] and lifelong respect from the Semitic Priesthood.;Je peux donner de l'argent au Poing de Houbal en échange de [Player.Religion.GetPietyName] et du respect permanent du clergé sémitique.;;;Puedo donar dinero al Puño de Hubal a cambio de [Player.Religion.GetPietyName] y respeto de por vida del Sacerdocio Semítico.;;;;;;;x
expel_guardians_zalmoxis;Expel the Guardians of Zalmoxis;Expulser les Gardiens de Zalmoxis;;;Expulsar los Guardianes de Zalmoxis;;;;;;;x
expel_guardians_zalmoxis_desc;I can drive the Guardians of Zalmoxis from my realm and seize their castles. However, it is a very impious thing to do...;Je peux expulser les Gardiens de Zalmoxis de mon territoire et prendre possession de leurs châteaux. Ce serait par contre un acte très impie...;;;Puedo expulsar a los Guardianes de Zalmoxis de mi reino y aprovechar sus castillos. Sin embargo, es una cosa muy impía de hacer ...;;;;;;;x
donate_money_to_guardians_zalmoxis;Donate 300¤ to the Guardians of Zalmoxis;Donnez 300¤ aux Gardiens de Zalmoxis;;;Donar 300¤ a los Guardianes de Zalmoxis.;;;;;;;x
donate_money_to_guardians_zalmoxis_desc;I can donate money to the Guardians of Zalmoxis in exchange for [Player.Religion.GetPietyName] and lifelong respect from the Dacian Priesthood.;Je peux donner de l'argent aux Gardiens de Zalmoxis en échange de [Player.Religion.GetPietyName] et du respect permanent du clergé dace.;;;Puedo donar dinero a los Guardianes de Zalmoxis a cambio de [Player.Religion.GetPietyName] y respeto de por vida del religioso Dacio.;;;;;;;x
expell_cranemasters;Expell the Cranemasters;Expulser les Maîtres des crânes;;;Expulsar a los Maestros del cráneo.;;;;;;;;;x
expell_cranemasters_desc;I can drive the Cranemasters from my realm and seize their castles. However, it is a very impious thing to do......;Je peux expulser les Maîtres des crânes de mon territoire et prendre possession de leurs châteaux. Ce serait par contre un acte très impie...;;;Puedo conducir a los Cranemasters de mi reino y aprovechar sus castillos. Sin embargo, es algo muy impío de hacer ......;;;;;;;;;x
create_sethian_holy_order;Convene the Knights of Seth;Convoquer les Chevaliers de Seth;;;Convocar los Caballeros de Seth;;;;;;x
create_sethian_holy_order_desc;Though we Sethians may be on the path to Gnosis, so many others are left in the dark, and in their ignorance, they seek our demise. We are besieged by threats on all sides. Let us gather our greatest knights to form a sacred host dedicated to defending our faith!;Même si nous les séthiens sommes sur le chemin vers Gnosis, de nombreux autres restent dans le noir, et tentent dans leur ignorance de nous mener vers la disparition. Nous sommes assiégés par des menaces de tous les côtés. Assemblons nos plus grands chevaliers pour former un hôte sacré dédié à la défense de la foi !;;;Aunque los Sethianos podemos estar en el camino de la Gnosis, muchos otros se quedan en la oscuridad, y en su ignorancia, buscan nuestra muerte. Estamos asediados por amenazas en todos lados. ¡Reunamos a nuestros mejores caballeros para formar un ejército sagrado dedicado a defender nuestra fe!;;;;;;x
avenge_priscillian;Assemble the Avengers;Assembler les Vengeurs;;;Crear Los Vengadores;;;;;;;x
avenge_priscillian_desc;Our faith is strong and our asceticism is mighty. We forsake ourselves for the cause of the Lord and His Son, Jesus the Christ. This world is a battle between good and evil, and with enemies on all sides and within, we Priscillians must protect ourselves from hostilities. Let us gather our greatest warrior-priests and purest men, and arm them to fight the spiritual battle of light versus darkness on this mortal coil.;Notre religion est forte et notre ascétisme est puissant. Nous renonçons aux plaisirs pour la cause du Seigneur et son Fils, Jésus, le Christ. Le monde est une bataille entre le bien et le mal, et avec des ennemis de tous les côtés et de l'intérieur, nous les priscilliens doivent nous protéger des hostilités. Assemblons nos plus grands ecclésiastiques-guerriers et les hommes les plus pures, et armons-les pour remporter la bataille spirituelle de la lumière contre l'obscurité sur cette enveloppe charnelle.;;;Nuestra fe es fuerte y nuestro ascetismo es poderoso. Nos abandonamos por la causa del Señor y de Su Hijo, Jesús el Cristo. Este mundo es una batalla entre el bien y el mal, y con los enemigos de todos lados y dentro de nosotros, los Priscilianos debemos protegernos de las hostilidades. Reunamos a nuestros más grandes sacerdotes guerreros y hombres más puros, y armemos para luchar la batalla espiritual de la luz contra la oscuridad en esta espiral mortal.;;;;;;;x
avenge_priscillian_custom_tooltip;Avengers Assemble! A new Holy Order is founded.;Assemblez-vous, vengeurs ! Un nouvel ordre sacré est fondé. ;;;¡Que vengan los Vengadores! Se funda una nueva Orden Sagrada.;;;;;;;x
expel_d_saint_alban;Expel the Order of Saint Alban;Expulser l'Ordre de Saint Alban;;;;;;;;;;x
expel_d_saint_alban_desc;I can drive the Order of Saint Alban from my realm and seize their castles. However, it is a very impious thing to do...;Je peux chasser l'Ordre de Saint-Alban de mon royaume et saisir leurs châteaux. Cependant, c'est une chose très impie à faire...;;;;;;;;;;x
donate_money_to_d_saint_alban;Donate 300¤ to the Order of Saint Alban;Faire un don de 300¤ à l'Ordre de Saint Alban;;;;;;;;;;x
donate_money_to_d_saint_alban_desc;I can donate money to the Order of Saint Alban in exchange for [Player.Religion.GetPietyName] and lifelong respect from the [Player.Religion.GetName] Priesthood.;Je peux donner de l'argent à l'Ordre de Saint Alban en échange de [Player.Religion.GetPietyName] et du respect perpétuel de la prêtrise [Player.Religion.GetName].;;;;;;;;;;x
expelled_d_saint_alban;Expelled the Order of Saint Alban;A expulsé l'Ordre de Saint Alban;;;;;;;;;;x
vassalize_d_saint_alban;Vassalize the Order of Saint Alban;Vassaliser l'Ordre de Saint Alban;;;;;;;;;;x
vassalize_d_saint_alban_desc;As the [Root.GetPrimaryTitles], it is within my power to vassalize the powerful Order of Saint Alban at the cost of 500 gold.;En tant que [Root.GetPrimaryTitles], il est en mon pouvoir de vassaliser le puissant Ordre de Saint Alban pour un coût de 500 or.;;;;;;;;;;x
###### Form titles decisions;;;;;;;;;;;;x
form_frankish_kingdom;Form the Frankish Kingdom;Former le Royaume Franc;;;Formar el Reino Franco;;;;;;;x
form_frankish_kingdom_desc;For decades, the Frankish people have been divided into petty tribes and chiefdoms. Now, if we were to declare a united Frankish realm we could prove the strength of the Frankish people to the rest of the world!;Pendant des décennies, le peuple Franc a été partagé en petites tribus et roitelets. En proclamant un royaume Franc unifié, nous pouvons prouver au reste du monde la force du peuple Franc !;;;Durante décadas, los francos se han dividido en pequeñas tribus y jefaturas. ¡Ahora, si declaramos un reino franco unido, podemos probar la fortaleza de los francos en el resto del mundo!;;;;;;;x
form_bolghar_khaganate;Form the [Root.Culture.GetName] Khaganate;Former le Khaganat [Root.Culture.GetName];;;Formar el Kanagato [Root.Culture.GetName];;;;;;;x
form_bolghar_khaganate_desc;We [Root.Culture.GetName] have forged a great realm for ourselves on top of the bones of our former enemies. If you were to proclaim yourself Khagan then you could preserve the prosperity of your realm for your children and their children.;Nous [Root.Culture.GetName] avons forgé un grand royaume pour nous-mêmes au-dessus des os de nos anciens ennemis. Si vous deviez vous proclamer Khagan alors vous pourriez préserver la prospérité de votre royaume pour vos enfants et leurs enfants.;;;;;;;;;;x
form_assyrian_empire;Rebirth the Assyrian Phoenix;Faire renaître le Phénix Assyrien;;;Renacimiento del Fénix Asirio;;;;;;;x
form_assyrian_empire_desc;Our land has been trampled on by the Babylonians, Persians and Greeks, our godly empire shattered and broken as the sands of old cover our once magnificent kingdom. No more! For we Assyrians will revive our great Assyrian Kingdom and bring new life into our slumbering god Assur. May he reign destruction on the world through his mortal servant on earth just as he did to the Egyptians and Judeans. The followers of the prophets of Yeshua and Zoroaster will know no pain worse than what we will show them, like the wolf on the fold our blades run through the necks of our enemies! Glory to Assyria! Glory to Assur!;Nos terres ont été bafouées par les babyloniens, perses et grecs, notre empire divin brisé et rompu tandis que les sables de la vieillesse couvrent ce qui était une fois notre magnifique royaume. Plus maintenant ! Car nous allons recréer notre grand empire assyrien, et revitaliser notre dieu endormi Assur. Qu’il apporte la destruction au monde par son serviteur mortel comme il l’a fait aux égyptiens et judéens. Les disciples des prophètes Yeshua et Zoroastre ne connaîtront pas de fléau pire que celui que nous allons leur montrer, comme les loups sur les plis de nos lames passent à travers les cous de nos ennemis ! Gloire à l’Assyrie ! Gloire à Assur !;;;Nuestra tierra ha sido pisoteada por los babilonios, persas y griegos, nuestro imperio piadoso roto y destrozado como las arenas de la antigüedad cubren nuestro otrora magnífico reino. ¡No más! Porque nosotros, los asirios, reviviremos nuestro gran reino asirio y daremos nueva vida a nuestro adormecido dios Assur. Que él reine la destrucción en el mundo a través de su siervo mortal en la tierra, tal como lo hizo con los egipcios y los judíos. ¡Los seguidores de los profetas de Yeshua y Zoroastro no sabrán más dolor de lo que nosotros les mostraremos, como el lobo en el redil que nuestras espadas atraviesan el cuello de nuestros enemigos! ¡Gloria a Asiria! Glory to Assur!;;;;;;;x
form_avar_khaganate;Form the [Root.Culture.GetName] Khaganate;Former le Khaganat [Root.Culture.GetName];;;;;;;;;;x
form_avar_khaganate_desc;We [Root.Culture.GetName] have forged a great realm for ourselves on top of the bones of our former enemies. If you were to proclaim yourself Khagan then you could preserve the prosperity of your realm for your children and their children.;Nous [Root.Culture.GetName] avons forgé un grand royaume pour nous-mêmes au-dessus des os de nos anciens ennemis. Si vous deviez vous proclamer Khagan alors vous pourriez préserver la prospérité de votre royaume pour vos enfants et leurs enfants.;;;Nosotros [Root.Culture.GetName] hemos forjado un gran reino para nosotros mismos sobre los huesos de nuestros antiguos enemigos. Si te proclamaras Khagan, podrías preservar la prosperidad de tu reino para tus hijos y sus hijos.;;;;;;;x
form_cuman_khaganate;Form the [Root.Culture.GetName] Khaganate;Former le Khaganat [Root.Culture.GetName];;;Formar el Khaganate [Root.Culture.GetName];;;;;;;x
form_cuman_khaganate_desc;We [Root.Culture.GetName] have forged a great realm for ourselves on top of the bones of our former enemies. If you were to proclaim yourself Khagan then you could preserve the prosperity of your realm for your children and their children.;Nous [Root.Culture.GetName] avons forgé un grand royaume pour nous-mêmes au-dessus des os de nos anciens ennemis. Si vous deviez vous proclamer Khagan alors vous pourriez préserver la prospérité de votre royaume pour vos enfants et leurs enfants.;;;Nosotros [Root.Culture.GetName] hemos forjado un gran reino para nosotros mismos sobre los huesos de nuestros antiguos enemigos. Si te proclamaras Khagan, podrías preservar la prosperidad de tu reino para tus hijos y sus hijos.;;;;;;;x
form_karluk_khaganate;Form the [Root.Culture.GetName] Khaganate;Former le Khaganat [Root.Culture.GetName];;;Formar el Khaganate [Root.Culture.GetName];;;;;;;x
form_karluk_khaganate_desc;We [Root.Culture.GetName] have forged a great realm for ourselves on top of the bones of our former enemies. If you were to proclaim yourself Khagan then you could preserve the prosperity of your realm for your children and their children.;Nous [Root.Culture.GetName] avons forgé un grand royaume pour nous-mêmes au-dessus des os de nos anciens ennemis. Si vous deviez vous proclamer Khagan alors vous pourriez préserver la prospérité de votre royaume pour vos enfants et leurs enfants.;;;Nosotros [Root.Culture.GetName] hemos forjado un gran reino para nosotros mismos sobre los huesos de nuestros antiguos enemigos. Si te proclamaras Khagan, podrías preservar la prosperidad de tu reino para tus hijos y sus hijos.;;;;;;;x
form_khazar_khaganate;Form the [Root.Culture.GetName] Khaganate;Former le Khaganat [Root.Culture.GetName];;;Formar el Khaganate [Root.Culture.GetName];;;;;;;x
form_khazar_khaganate_desc;We [Root.Culture.GetName] have forged a great realm for ourselves on top of the bones of our former enemies. If you were to proclaim yourself Khagan then you could preserve the prosperity of your realm for your children and their children.;Nous [Root.Culture.GetName] avons forgé un grand royaume pour nous-mêmes au-dessus des os de nos anciens ennemis. Si vous deviez vous proclamer Khagan alors vous pourriez préserver la prospérité de votre royaume pour vos enfants et leurs enfants.;;;Nosotros [Root.Culture.GetName] hemos forjado un gran reino para nosotros mismos sobre los huesos de nuestros antiguos enemigos. Si te proclamaras Khagan, podrías preservar la prosperidad de tu reino para tus hijos y sus hijos.;;;;;;;x
form_kirghiz_khaganate;Form the [Root.Culture.GetName] Khaganate;Former le Khaganat [Root.Culture.GetName];;;Formar el Khaganate [Root.Culture.GetName];;;;;;;x
form_kirghiz_khaganate_desc;We [Root.Culture.GetName] have forged a great realm for ourselves on top of the bones of our former enemies. If you were to proclaim yourself Khagan then you could preserve the prosperity of your realm for your children and their children.;Nous [Root.Culture.GetName] avons forgé un grand royaume pour nous-mêmes au-dessus des os de nos anciens ennemis. Si vous deviez vous proclamer Khagan alors vous pourriez préserver la prospérité de votre royaume pour vos enfants et leurs enfants.;;;Nosotros [Root.Culture.GetName] hemos forjado un gran reino para nosotros mismos sobre los huesos de nuestros antiguos enemigos. Si te proclamaras Khagan, podrías preservar la prosperidad de tu reino para tus hijos y sus hijos.;;;;;;;x
form_pecheneg_khaganate;Form the [Root.Culture.GetName] Khaganate;Former le Khaganat [Root.Culture.GetName];;;Formar el Khaganate [Root.Culture.GetName];;;;;;;x
form_pecheneg_khaganate_desc;We [Root.Culture.GetName] have forged a great realm for ourselves on top of the bones of our former enemies. If you were to proclaim yourself Khagan then you could preserve the prosperity of your realm for your children and their children.;Nous [Root.Culture.GetName] avons forgé un grand royaume pour nous-mêmes au-dessus des os de nos anciens ennemis. Si vous deviez vous proclamer Khagan alors vous pourriez préserver la prospérité de votre royaume pour vos enfants et leurs enfants.;;;Nosotros [Root.Culture.GetName] hemos forjado un gran reino para nosotros mismos sobre los huesos de nuestros antiguos enemigos. Si te proclamaras Khagan, podrías preservar la prosperidad de tu reino para tus hijos y sus hijos.;;;;;;;x
form_turkestan;Form the Turkic Khaganate;Former le Khaganat turc;;;Formar el Kaganato turco;;;Formar el Khaganate [Root.Culture.GetName];;;;x
form_turkestan_desc;We Turks have forged a great realm for ourselves on top of the bones of our former enemies. If you were to proclaim yourself Khagan then you could preserve the prosperity of your realm for your children and their children.;Nous Turcs ont forgé un grand royaume pour nous-mêmes au-dessus des os de nos anciens ennemis. Si vous deviez vous proclamer Khagan alors vous pourriez préserver la prospérité de votre royaume pour vos enfants et leurs enfants.;;;;;;;;;;x
elevate_oriens;Proclaim the Empire of Oriens;Proclamer l'empire d'Oriens;;;Proclamar el imperio de Oriente;;;;;;x
elevate_oriens_desc;After centuries beneath the Roman yoke, the former Dioecesis Orientis has now finally acquired its independence from foreign rule. As the ruling Comes Orientis of this new realm, you may now proclaim yourself into the Imperator Orientis and shape your own destiny, with [Root.Religion.GetRandomGodName] for witness. ;Après des siècles sous le joug romain, l'ancien Dioecesis Orientis a enfin acquis son indépendance de la domination étrangère. En tant que Comes Orientis de ce nouveau domaine, vous avez désormais la possibilité de vous proclamer Imperator Orientis et forger votre propre destin, avec [Root.Religion.GetRandomGodName] pour témoin. ;;;Después de siglos bajo el yugo romano, la antigua Dioecesis Orientis finalmente ha adquirido su independencia del dominio extranjero. A medida que Viene Orientis de este nuevo reino, puede proclamarse en el Imperator Orientis y dar forma a su propio destino, con [Root.Religion.GetRandomGodName] como testigo. ;;;;;;x
form_spania;Proclaim the formation of the Spania province;Proclamer la formation de la province de Spania;;;Proclamar la creación de Spania;;;;;;x
