EVTDESCjewmod.100;Some of our Jewish subjects have expressed a desire to serve at court.;;;;;;;;;;;;;x
EVTOPTAjewmod.100;We'll find jobs for them.;;;;;;;;;;;;;x
d_kohen_gadol_samaritan;Ar-Garizim;;;;;;;;;;;;;x
d_kohen_gadol_samaritan_adj;High Priestly;;;;;;;;;;;;;x
HOLY_WAR_JEWISH;Milkhemet Reshut;;;;;;;;;;;;;x
THE_TORAH;The Torah;;;;;;;;;;;;;x
GOD_HASHEM;HaShem;;;;;;;;;;;;;x
GOD_SHEMA;Shema;;;;;;;;;;;;;x
GOD_ADONAI;Adonai;;;;;;;;;;;;;x
EVTDESC1000109107;You are not a descendant of David, and your claim is not recognized. With the end of the exilarchs the Karaites now look to different leaders.;;;;;;;;;x
EVTOPTA1000109107;They will regret this!;;;;;;;;;x
jewish_DESC;Mainstream Judaism.;;;;;;;;;;;;;x
judaeochristian_DESC;A generic heresy encompassing the judaeochristians.;;;;;;;;;;;;;x
karaite_DESC;Karaism only recognizes the Tanakh, and not the Oral Thora. It is led by the secular exilarch.;;;;;;;;;;;;;x
messianist_DESC;A generic heresy encompassing the followers of different messiah claimants.;;;;;;;;;;;;;x
samaritan_DESC;Closely related to Judaism, yet also quite distinct. Samaritans claim that they represent the proper Israelite worship before the Babylonian Exile.;;;;;;;;;;;;;x
restore_temple;Restore the Temple.;;;;;;;;;;;;;x
restore_temple_desc;The Jewish High Priesthood will be reestablished as the Temple is restored.;;;;;;;;;;;;;x
