#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###### Event/decision/modifier definitions;;;;;;;;;;;;;;x
###### Druidic rebirth;;;;;;;;;;;;;;x
reinstate_celtic_rites;Reinstate Celtic Rite;Restaurer le rite celtique;;;;;;;;;;;;x
celtic.64.a;Glory to the Gods!;Gloire aux dieux !;;;;;;;;;;;;x
celtic.65.desc;The druids have divined the messages of the gods in the sacrifices we made, the whole assembly is attentive while the druids warn of a loss that will affect us deeply.;Les druides ont deviné les messages des dieux dans les sacrifices que nous avons faits, toute l'assemblée est attentive tandis que les druides nous avertissent d'une perte qui nous touchera profondément.;;;;;;;;;;;;x
celtic.65.a;Woe to me!;Malheur à moi !;;;;;;;;;;;;x
celtic.66.desc;The druids have divined the messages of the gods in the sacrifices we made, the whole assembly is attentive while the druids warn of the disappointment of the gods with our dynasty.;Les druides ont deviné les messages des dieux dans les sacrifices que nous avons faits, toute l'assemblée est attentive tandis que les druides avertissent de la déception des dieux avec notre dynastie.;;;;;;;;;;;;x
celtic.66.a;Woe to me!;Malheur à moi !;;;;;;;;;;;;x
celtic.67.desc;The druids have divined the messages of the gods in the sacrifices we made, the whole assembly is attentive while the druids sing of the glory which awaits our lords dynasty.;Les druides ont deviné les messages des dieux dans les sacrifices que nous avons faits, toute l'assemblée est attentive tandis que les druides chantent la gloire qui attend la dynastie de nos seigneurs.;;;;;;;;;;;;x
celtic.67.a;Glory to the Gods!;Gloire aux dieux !;;;;;;;;;;;;x
celtic.68.desc;The druids have divined the messages of the gods in the sacrifices we made, the whole assembly is attentive while the druids sing of a great victory which awaits our armies.;Les druides ont deviné les messages des dieux dans les sacrifices que nous avons faits, toute l'assemblée est attentive tandis que les druides chantent une grande victoire qui attend nos armées.;;;;;;;;;;;;x
celtic.68.a;Glory to the Gods!;Gloire aux dieux !;;;;;;;;;;;;x
celtic.69.desc;The druids have divined the messages of the gods in the sacrifices we made, the whole assembly is attentive while the druids sing of the wealth and knowledge our lord will attain.;Les druides ont deviné les messages des dieux dans les sacrifices que nous avons faits, toute l'assemblée est attentive tandis que les druides chantent des richesses et des connaissances que notre seigneur atteindra.;;;;;;;;;;;;x
celtic.69.a;Glory to the Gods!;Gloire aux dieux !;;;;;;;;;;;;x
celtic.70.desc;The druids have divined the messages of the gods in the sacrifices we made, the whole assembly is attentive while the druids warn our lord that he will lose something dear to him.;Les druides ont deviné les messages des dieux dans les sacrifices que nous avons faits, toute l'assemblée est attentive tandis que les druides avertissent notre seigneur qu'il perdra quelque chose qui lui est cher.;;;;;;;;;;;;x
celtic.70.a;The Gods are angry;Les dieux sont en colère;;;;;;;;;;;;x
celtic.71.desc;The druids have divined the messages of the gods in the sacrifices we made, the whole assembly is attentive while the druids warn of the disappointment of the gods with our lord.;Les druides ont deviné les messages des dieux dans les sacrifices que nous avons faits, toute l'assemblée est attentive tandis que les druides avertissent de la déception des dieux avec notre seigneur.;;;;;;;;;;;;x
celtic.71.a;The Gods are angry;Les dieux sont en colère;;;;;;;;;;;;x
opinion_held_divination;Held divination;Divination tenue;Hat Blót veranstaltet;;Mancha Realizada;;;;;;;;;x
opinion_held_bad_divination;Angered the gods;Colère des dieux;Hat Blót veranstaltet;;Mancha Realizada;;;;;;;;;x
celtic.100.desc;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the grove. When [From.GetSheHe] sees the druid circling around [From.GetHerHim] balancing a knife in his right hand, [From.GetSheHe] pushes the nearest guard aside and makes a desperate run for it, but to no avail. Your men drag [From.GetHerHim] kicking and screaming back to the middle of the grove.;On sort [From.GetTitledFirstName] des oubliettes pour l'emmener au bosquet. Lorsqu'[From.GetSheHe] voit le druide autour de [From.GetHerHim], balançant un couteau dans sa main droite, [From.GetSheHe] pousse le garde le plus proche et tente de s'échapper en courant, mais en vain. C'est en se débattant et en criant qu'[From.GetSheHe] est ramené(e) au milieu du bosquet.;[From.GetTitledFirstName] wird aus Eurem Verlies zum Tempel eskortiert. Als [From.GetSheHe] die Schlinge baumeln sieht, die schon bald um [From.GetHerHis] Hals gelegt werden soll, stößt [From.GetSheHe] die Wache neben sich zur Seite und versucht verzweifelt, erfolglos zu flüchten. Eure Männer zerren [From.GetHerHim] um sich tretend und schreiend zurück zum Tempel.;;Traen a [From.GetTitledFirstName] de tus mazmorras y lo escoltan al templo. Cuando [From.GetSheHe] ve la soga que cuelga a punto de ser colocada alrededor de [From.GetHerHis] cuello, [From.GetSheHe] empuja al guardia más cercano y corre desesperadamente, pero en vano. Tus hombres arrastran a [From.GetHerHim] de vuelta al templo pataleando y gritando.;;;;;;;;;x
celtic.101.desc;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the grove. Even as the druid approaches [From.GetHerHim], [From.GetFirstName] stares vacantly ahead without betraying any emotion whatsoever. It would seem [From.GetSheHe] has accepted [From.GetHerHis] fate.;On sort [From.GetTitledFirstName] des oubliettes pour l'emmener au bosquet. Même avec le druide qui l'approche, [From.GetFirstName] reste de marbre, les yeux dans le vide, ne trahissant aucune émotion. Il semble qu'[From.GetSheHe] ait accepté son destin.;[From.GetTitledFirstName] wird aus Eurem Verlies zum Tempel eskortiert. Selbst als die Schlinge um [From.GetHerHis] Hals gelegt wird, starrt [From.GetFirstName] emotionslos in die Ferne. Wie es scheint, hat [From.GetSheHe] [From.GetHerHis] Schicksal akzeptiert.;;Traen a [From.GetTitledFirstName] de tus mazmorras y lo escoltan al templo. Incluso cuando colocan la soga alrededor de [From.GetHerHis] cuello, [From.GetFirstName] mira distraídamente sin mostrar ninguna emoción en absoluto. Parecería que [From.GetSheHe] ha aceptado [From.GetHerHis] destino.;;;;;;;;;x
celtic.102.desc;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the grove. As soon as [From.GetSheHe] spots you among those gathered nearby, [From.GetSheHe] hurls insults and spittle your way, stopping only when [From.GetHerHis] head is severed from [From.GetHerHis] neck. The hatred in [From.GetHerHis] eyes could be mistaken.;On sort [From.GetTitledFirstName] des oubliettes pour l'emmener au bosquet. Aussitôt qu'[From.GetSheHe] vous aperçoit parmi les curieux, [From.GetSheHe] vous lance des insultes et crache dans votre direction, s'arrêtant seulement lorsque sa tête est séparée de son corps. La haine dans ses yeux est incontestable.;[From.GetTitledFirstName] wird aus Eurem Verlies zum Tempel eskortiert. Sobald [From.GetSheHe] Euch in der versammelten Menschenmenge erblickt, schleudert [From.GetSheHe] Euch Beleidigungen und Speichel entgegen und hört auch nicht auf, als die Schlinge um [From.GetHerHis] Hals gelegt wird. Der Hass in [From.GetHerHis] Augen ist unmissverständlich.;;Traen a [From.GetTitledFirstName] de tus mazmorras y lo escoltan al templo. Tan pronto como [From.GetSheHe] te ve cerca entre los reunidos, [From.GetSheHe] lanza insultos y te escupe, continuando hasta que le colocan la soga alrededor de [From.GetHerHis] cuello. El odio en [From.GetHerHis] ojos no se puede confundir.;;;;;;;;;x
divination_wealth;The promise of wealth reinvigorates trade in our lands\n;La promesse de la richesse revitalise le commerce de nos terres\n;;;;;;;;;;;;x
divination_victory;The promise of victory raises the morale of our warriors\n;La promesse de la victoire soulève la morale de nos guerriers\n;;;;;;;;;;;;x
divination_bad;The gods are unsatisfied with our rule.\n;Les dieux sont insatisfaits de notre suzerain\n;;;;;;;;;;;;x
promised_victory;Promised Victory;Victoire promise;;;;;;;;;;;;x
promised_riches;Promised Wealth;Richesse promise;;;;;;;;;;;;x
promised_victory_desc;This character has been promised a great victory by the gods, thus bolstering the morale of his men.;Ce personnage a été promis une grande victoire par les dieux, renforçant ainsi le moral de ses hommes.;;;;;;;;;;;;x
promised_riches_desc;The wealth promised by the gods has reinvigorated trade in this character's lands.;La richesse promise par les dieux a revigoré le commerce des terres de ce personnage.;;;;;;;;;;;;x
###### Druid Stuff ;;;;;;;;;;;;;;x
assign_bard;You should not be seeing this (Bard Assign);Vous ne devriez pas voir cela (Assigner Barde);;;;;;;;;;;;x
assign_bard_desc;you can't see this, its just to make Validator happy;Vous ne pouvez pas voir cela, c'est juste pour rendre Validator heureux;;;;;;;;;;;;x
assign_druid;You should not be seeing this (Druid Assign);Vous ne devriez pas voir cela (Assigner Druide);;;;;;;;;;;;x
assign_druid_desc;you can't see this, its just to make Validator happy;Vous ne pouvez pas voir cela, c'est juste pour rendre Validator heureux;;;;;;;;;;;;x
invite_druid_to_court;Invite Druid to Court;Inviter un druide à la cour;;;;;;;;;;;;x
invite_druid_to_court_desc;Invite a Druid to your court - this can only be done every two years;Invitez un druide à votre cour - cela ne peut être fait tous les deux ans;;;;;;;;;;;;x
celtic.152.desc;I have searched far and wide for a worthy Druid to serve at my court. He will organize worship and sacrifices, divination, and judicial procedure, encourage my warriors, and provide me counsel. At long last, one such man has arrived at my court, but I am not sure whether he is worthy... A ruler must choose his Druid wisely, after all.;J'ai cherché loin pour un digne druide de servir à ma cour. Il organisera le culte et les sacrifices, la divination et la procédure judiciaire, encouragera mes guerriers et me fournira un conseil. Finalement, un homme de ce genre est arrivé à ma cour, mais je ne suis pas sûr de mon choix... Un souverain doit choisir judicieusement son Druide, après tout.;;;;;;;;;;;;x
celtic.152.a;Let us meet, then.;Rencontrons-nous, alors.;;;;;;;;;;;;x
celtic.153.desc;The people of your court are incredulous. “Great [Root.GetTitle], it is a shame that you do not have a Druid at court! Are you to be like a Bard without his voice, a warrior without his spear, a farmer without his seeds?” No self-respecting ruler of the islands can go without a Druid, after all.;Les gens de votre cour sont incrédule. "Mon Grand [Root.GetTitle], c'est dommage que vous n'ayez pas un druide à la cour ! Êtes-vous comme un barde sans sa voix, un guerrier sans sa lance, un fermier sans ses graines ?" Aucun prince respectueux des îles ne peut se passer d'un druide, après tout.;;;;;;;;;;;;x
celtic.153.a;I must find a knowledgeable Druid soon, and fast!;Je dois trouver un Druide bien formé rapidement !;;;;;;;;;;;;x
celtic.153.b;There seems to be a suitable candidate at my court;Il semble y avoir un candidat approprié à ma cour;;;;;;;;;;;;x
celtic.154.desc;I have searched far and wide for a worthy Druid to serve at my court. He will organize worship and sacrifices, divination, and judicial procedure, encourage my warriors, and provide me counsel. At long last, one such man has arrived at my court, but I am not sure whether he is worthy... A ruler must choose his Druid wisely, after all.;J'ai cherché loin pour un digne druide de servir à ma cour. Il organisera le culte et les sacrifices, la divination et la procédure judiciaire, encouragera mes guerriers et me fournira un conseil. Finalement, un homme de ce genre est arrivé à ma cour, mais je ne suis pas sûr de mon choix... Un souverain doit choisir judicieusement son Druide, après tout.;;;;;;;;;;;;x
celtic.154.a;Let us meet, then.;Rencontrons-nous, alors.;;;;;;;;;;;;x
celtic.155.desc;A lord must choose his Druid with care, for while all druids are wise, not all have specialised in the same teachings.;Un seigneur doit choisir son druide avec soin, car tandis que tous les druides sont sages, tous ne se sont pas spécialisés dans les mêmes enseignements.;;;;;;;;;;;;x
celtic.155.a;Send for a master of law.;Envoyer pour un maître de la loi.;;;;;;;;;;;;x
celtic.155.b;Bring me a servant of the gods.;Apportez-moi un serviteur des dieux.;;;;;;;;;;;;x
celtic.157.desc;A Druid is expected to follow the Celtic Virtues of honor, loyalty, hospitality, honesty, justice and courage. Gossip is starting to spread about your wicked habits.;Un druide devrait suivre les vertus celtiques de l'honneur, la loyauté, l'hospitalité, l'honnêteté, la justice et le courage. Les bavardages commencent à se répandre sur vos mauvaises habitudes.;;;;;;;;;;;;x
celtic.157.a;May [Root.Religion.GetRandomGodName] have mercy on me.;[Root.Religion.GetRandomGodName] ayez pitié de moi.;;;;;;;;;;;;x
celtic.159.desc;The Druid presents [From.GetHerselfHimself] to you. In order to judge of [From.GetHerHis] talents, you request [From.GetHerHim] to show you the subject [From.GetSheHe] is most skillful at.;Le Druide vous présente [From.GetHerselfHimself]. Afin de juger les talents de [From.GetHerHis], [From.GetHerHim] vous demande de démontrer dans quel métier [From.GetSheHe] est le plus compétent.;;;;;;;;;;;;x
celtic.159.a;[From.GetSheHeCap] shall be my new Court Druid !;[From.GetSheHeCap] sera le nouveau druide de la cour !;;;;;;;;;;;;x
celtic.159.b;[From.GetSheHeCap] shall be my new [From.GetChancellorName] !;[From.GetSheHeCap] sera mon nouveau [From.GetChancellorName] !;;;;;;;;;;;;x
celtic.159.c;[From.GetSheHeCap] shall be my new [From.GetLordSpiritualName] !;[From.GetSheHeCap] sera mon nouveau [From.GetLordSpiritualName] !;;;;;;;;;;;;x
celtic.159.d;I will settle this matter later.;Je réglerai cette question plus tard.;;;;;;;;;;;;x
celtic.161.desc;A travelling bard and their entourage have arrived at your court and request that they be given room and board for the duration of their stay. The entourage is not small, but it is considered bad luck to turn away a bard.;Un barde ambulant et leur entourage sont arrivés à votre cour et demandent qu'on leur accorde une chambre et un repas pour la durée de leur séjour. L'entourage n'est pas petit, mais il est considéré comme malchanceux de renvoyer un barde.;;;;;;;;;;;;x
celtic.161.a;They may stay for as long as they like!;Ils peuvent rester aussi longtemps qu'ils le souhaitent !;;;;;;;;;;;;x
celtic.161.a.tt;The bard's party prepares for merrymaking.;L'entourage du barde se prépare pour des festivités;;;;;;;;;;;;x
celtic.161.b;You may stay for the night only, and move on.;Vous pouvez rester pour la nuit seulement, et ensuite partez.;;;;;;;;;;;;x
celtic.161.b.tt;The bard's party stays for the night before hitting the road again.;L'entourage du barde reste pour la nuit avant de reprendre la route.;;;;;;;;;;;;x
celtic.162.desc;The bard has spent the last several nights regaling your court with fanciful tales of ancient heroes battling terrible monsters and outwitting wicked gods. They have become quite popular at court, and may be convinced to stay.;Le barde a passé les dernières nuits à ravir votre cour avec des contes fantaisistes d'anciens héros luttant contre des monstres terribles et surpassant les dieux méchants. Il est devenu très populaires à la cour, et pourrait être convaincu de rester.;;;;;;;;;;;;x
celtic.162.a;Yes, do stay! Tell me the one about Asterix again!;Oui, restez ! Racontez-moi encore celle d'Astérix !;;;;;;;;;;;;x
bard_offer;The bard joins your court.;Le barde reste à la cour.;;;;;;;;;;;;x
celtic.162.b;No, I think not. Too much of a good thing, I think.;Non, c'est bon. Toutes bonnes choses ont une fin, je pense.;;;;;;;;;;;;x
bard_declined;The bard and their troupe move on to the next lord's estate.;Le barde et leur troupe se déplacent pour aller chez un seigneur.;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
celtic.183.title;Coming of age;À l'âge adulte;;;;;;;;;;;;x
celtic.183.desc;Today your child comes of age. [From.GetSheHeCap] will join the clan today as the Druids present [From.GetHerHim] to the gods. You can use this opportunity to plan [From.GetHerHis] future.;Aujourd'hui, votre enfant est majeur. [From.GetSheHeCap] rejoindra le clan aujourd'hui en tant que Druide offrant [From.GetHerHim] aux dieux. Vous pouvez utiliser cette opportunité pour planifier l'avenir de [From.GetHerHis].;;;;;;;;;;;;x
celtic.183.a;[From.GetSheHeCap] will be a warrior;[From.GetSheHeCap] deviendra un guerrier;;;;;;;;;;;;x
celtic.183.b;The Gods are in need of [From.GetHerHim];Les dieux ont besoin de [From.GetHerHim];;;;;;;;;;;;x
path_of_the_warriors;Your child will undergo training with the warriors.\n;Votre enfant va suivre une formation avec les guerriers.\n;;;;;;;;;;;;x
path_of_the_druids;Your child will undergo training with the druids, giving up any inheritance.\n;Votre enfant va suivre une formation avec les druides, renoncer à tout héritage.\n;;;;;;;;;;;;x
sent_druidic_training;Sent to the Druids;Envoyer aux druides;;;;;;;;;;;;x
celtic.185.title;The Path of the Druids;La voie des druides;;;;;;;;;;;;x
celtic.185.desc;An old man has arrived, dressed in the garbs of a druid, he is here to take your child with him to a sacred grove deep inside the forest.\nThere [From.GetSheHe] will be taught the secret arts of the druids, this training will take many years and novices have been known to come back changed, or worse... dead. Either way, they are barred from inheriting lands.;Un vieil homme est arrivé, vêtu comme un druide, il est là pour emmener votre enfant avec lui dans un bosquet sacré au fond de la forêt.\nIl lui enseignera l'art des secrets des druides, cette formation prendra de nombreuses années et il est connu que les novices pour revenir changé, ou pire ... mort. De toute façon, ils sont interdits d'hériter des terres.;;;;;;;;;;;;x
celtic.185.a;Be safe my child;Soit prudent mon enfant;;;;;;;;;;;;x
celtic.187.desc;Your child has expressed a peculiar wish, unsatisfied with the life of a warrior, [From.GetSheHe] wishes to learn the druidic arts and become closer to the gods. \nBut that way is strange and dangerous, not all survive it.;Votre enfant a exprimé un souhait particulier, insatisfait de la vie d'un guerrier, [From.GetSheHe] veut apprendre les arts druidiques et être plus proche des dieux. \nMais ce choix de vie étrange et dangereux, pas tous y survivent.;;;;;;;;;;;;x
celtic.187.a;I will not allow it!;Je ne le permettrai pas !;;;;;;;;;;;;x
celtic.187.b;Yes, this will bring great honor to our family.;Oui, cela apportera un grand honneur à notre famille.;;;;;;;;;;;;x
return_from_druidic_training;Your child has learned much\n;Votre enfant a appris beaucoup\n;;;;;;;;;;;;x
return_from_druidic_training_player;You have learned much\n;Vous avez beaucoup appris\n;;;;;;;;;;;;x
celtic.189.desc;The night is dark and cold when your servants wake you, a visitor has come to see you. Suddenly, a black shape pushes them to the side and approaches your bedside, you reach for your sword but slowly realize who it is, [From.GetTitledFirstName], back from the forests of the druids!;La nuit est sombre et froide quand vos serviteurs vous réveillent, un visiteur est venu vous voir. Soudainement, une forme noire les pousse vers le côté et s'approche de votre chevet, vous atteignez votre épée mais réalisez lentement qu'il s'agit de [From.GetTitledFirstName] de retour des forêts des druides !;;;;;;;;;;;;x
celtic.189.a;[From.GetFirstName]! You've... changed!;[From.GetFirstName] ! Tu as ... changé !;;;;;;;;;;;;x
celtic.191.desc;On of the supplicants at your court today is hopping on one leg, trying to keep [From.GetHerHis] balance with the help of a knoted stick of wood. [From.GetSheHe] has a familiar look and as [From.GetSheHe] approaches your throne, you finally understand why, it is [From.GetTitledFirstName], back from the druids!;Un nouveau personnage est venu dans votre cour en sautant sur une jambe, en essayant de maintenir l'équilibre à l'aide d'un bâton de bois. [From.GetSheHe] a un regard familier et comme [From.GetSheHe] s'approche de votre trône, vous comprenez enfin pourquoi, c'est [From.GetTitledFirstName], de retour des druides !;;;;;;;;;;;;x
celtic.191.a;My child, what have the gods done to you?;Mon enfant, qu'est-ce que les dieux t'ont fait ?;;;;;;;;;;;;x
celtic.193.desc;[From.GetTitledFirstName] is back from the druidic groves, there he has learned much of the ways of the gods and our people, he has sung numerous stories and even come up with a few of his own.;[From.GetTitledFirstName] est de retour des bosquets druidiques, il a appris beaucoup de choses des dieux et de notre peuple, il a chanté de nombreuses histoires et même raconté quelques-unes des siennes.;;;;;;;;;;;;x
celtic.193.a;I wish to hear of these new stories!;J'aimerais entendre parler de ces nouvelles histoires !;;;;;;;;;;;;x
celtic.195.desc;« My lord!, says own of your guards, a mad[From.GetManWoman] is dancing on the roof of the stables, we tried to get him down, but he just screams gibberish at us!» \n You follow your guards to the courtyard and soon understand that the madman is in fact,[From.GetTitledFirstName], struck mad by the gods.;"Mon seigneur !, dit un de vos grades, un fou/folle [From.GetManWoman] danse sur le toit des écuries, nous avons essayé de le/la faire descendre, mais il nous crie dessus !" \n Vous suivez vos gardes vous comprenez vite que le fou/folle est en fait [From.GetTitledFirstName], frappé par les dieux.;;;;;;;;;;;;x
celtic.195.a;We shall share this burden my child;Nous partagerons ce fardeau, mon enfant;;;;;;;;;;;;x
celtic.197.desc;[From.GetTitledFirstName] has returned from the groves of the druids, but with a strange burden, a newborn child. While [From.GetSheHe] refuses to talk of the lover that gave [From.GetHerHim] the child, the child's wild eyes bode strange wisdom.;[From.GetTitledFirstName] est revenu des bosquets des druides, mais avec un fardeau étrange, un nouveau-né. Alors que [From.GetSheHe] refuse de parler de l'amant qui a donné l'enfant. Les yeux sauvages de l'enfant présagent une étrange sagesse.;;;;;;;;;;;;x
celtic.197.a;I will love him as my own.;Je l'aimerai comme si c'était le mien.;;;;;;;;;;;;x
celtic.199.desc;Knowing of [From.GetTitledFirstName]'s impending return, you have prepared the most magnificent chambers for [From.GetHerHim]. But, ever since their return, [From.GetSheHe] has been spending [From.GetHerHis] nights and days in the castle grove, delving more and more into the druidic lore, stopping only to speak of the wonders of the gods.;Connaissant le retour imminent de [From.GetTitledFirstName], vous avez préparé les chambres les plus magnifiques pour [From.GetHerHim]. Mais, depuis son retour, [From.GetSheHe] a passé des nuits et des jours dans le jardin du château, se plongeant de plus en plus dans la science druidique, s'arrêtant pour parler des merveilles des dieux.;;;;;;;;;;;;x
celtic.199.a;But what about the pleasures of life?;Mais qu'en est-il des plaisirs de la vie ?;;;;;;;;;;;;x
celtic.201.desc;The secrets of the druids are many and earthly problems lose of their potency when confronted to those of the otherworld, thus [From.GetTitledFirstName] has returned changed from their training with the druids, seemingly much more at peace and patient.;Les secrets des druides sont nombreux et les problèmes terrestres perdent de leur puissance lorsqu'ils sont confrontés à ceux de l'autre monde, ainsi [From.GetTitledFirstName] a changé depuis le retour de son entraînement avec les druides, apparemment beaucoup plus en paix et patient.;;;;;;;;;;;;x
celtic.201.a;Ok;D'accord;;;;;;;;;;;;x
celtic.203.desc;Child dies in training;L'enfant meurt dans la formation;;;;;;;;;;;;x
celtic.203.a;Ok;D'accord;;;;;;;;;;;;x
celtic.205.desc;[From.GetFirstName], your [GetFromRelation] has returned from [From.GetHerHis] training with the druids with gifts! It seems [From.GetSheHe] acquired a small fortune during their travels!;[From.GetFirstName], votre [GetFromRelation] est de retour de la formation de [From.GetHerHis] avec les druides avec des cadeaux ! Il semble que [From.GetSheHe] ait acquis une petite fortune au cours de leurs voyages !;;;;;;;;;;;;x
celtic.205.a;Excellent!;Excellent !;;;;;;;;;;;;x
celtic.206.desc;With your [GetFromRelation] having passed to the Other World, it is your responsibility to take the throne and lead your people, even at the expense of your training as a Druid.;Avec votre [GetFromRelation] ayant passé à l'autre monde, il est de votre responsabilité de prendre le trône et de diriger votre peuple, même au détriment de votre formation de Druide.;;;;;;;;;;;;x
celtic.206.a;It seems my training must come to an end...;Il semblerait que ma formation doit prendre fin ...;;;;;;;;;;;;x
learning_druidic_arts;Novice;Novice;;;;;;;;;;;;x
learning_druidic_arts_desc;This character is learning the secret arts and rituals of the Druids, they have much to learn.;Ce personnage apprend les arts secrets et les rituels des druides, ils ont beaucoup à apprendre.;;;;;;;;;;;;x
opinion_patron;My Patron;Mon Patron;My Patron;;My Patron;;;;;;;;;x
opinion_new_courtier;New to the Court;Nouveau à la Cour;New to the Court;;New to the Court;;;;;;;;;x
###### Celtic changeling;;;;;;;;;;;;;;x
celtic.213.desc;You are spending some time with [FromFrom.GetFirstName], who is carrying your unborn child, when [From.GetFirstName], your court druid, comes silently at your side. Be careful with the child, the borders between the world of man and the otherworld are thin these days...;Vous passez du temps avec [FromFrom.GetFirstName], qui est enceinte, quand [From.GetFirstName], votre druide de la court,  arrive silencieusement à côté de vous. 'Faites attention avec l'enfant, les frontières entre le monde de l'homme et l'autre monde sont minces de nos jours...';Ihr verbringt gerade Zeit mit [FromFrom.GetFirstName], die Euer ungeborenes Kind unterm Herzen trägt, als [From.GetFirstName], Eure Völva-Seherin, schreiend hereinstürmt. 'Das Kind ist ein Dämon', ruft sie. 'Ich habe es gesehen! Ihr werdet ein großes Übel in die Welt entlassen!';;Estás pasando algún tiempo con [FromFrom.GetFirstName], que lleva a tu hijo en el vientre, cuando [From.GetFirstName], la vidente völva, entra gritando e...;;;;;;;;;x
celtic.213.a;Druid, stop scaring my wife with your stories!;Druide, arrêtez de faire peur à ma femme avec vos histoires !;Wachen, entfernt die Hexe!;;¡Guardias, llevaos a la bruja!;;;;;;;;;x
celtic.213.b;Is that so? Maybe I should try to appease the gods?;C'est vrai ? Devrai-je essayer d'apaiser les dieux ?;Könnte… könnte es wahr sein? Ist das Kind verflucht?;;¿Podría… podría ser? ¿Está maldito el niño?;;;;;;;;;x
celtic.217.desc;It is the dead of night when a sudden chill comes upon you. You open your eyes and sit up only to see [From.GetFirstName] standing at the foot of your bed staring at you in complete silence. After rubbing the sleep out of your eyes, you look again and now there is no sign of the child.;Au beau milieu de la nuit, un frisson vous envahit soudain. Vous ouvrez les yeux et vous redressez pour découvrir [From.GetFirstName], debout au pied de votre lit qui vous regarde fixement dans un silence complet. Vous frottez vos yeux encore embrumés puis plus rien, l'enfant a disparu.;Mitten in der Nacht fröstelt es Euch plötzlich. Ihr öffnet die Augen und setzt Euch auf, nur um [From.GetFirstName] am Fuß deines Bettes zu sehen, Euch still anstarrend. Nachdem Ihr Euch den Schlaf aus den Augen gerieben habt, schaut Ihr erneut hin, doch nun gibt es kein Zeichen von dem Kind.;;Es totalmente de noche, cuando sientes un repentino escalofrío. Abres los ojos y te sientas sólo para ver a [From.GetFirstName] al pie de tu cama mirándote en completo silencio. Te frotas los ojos para quitarte el sueño, vuelves a mirar y no hay ni rastro del niño.;;;;;;;;;x
celtic.217.a;Was it a dream?;Ai-je rêvé ?;War das ein Traum ?;;¿Fue un sueño?;;;;;;;;;x
celtic.219.desc;[From.GetFirstName] is sitting on the floor, playing with [From.GetHerHis] toys when something dark suddenly seems to come over the child. While spasming wildly, [From.GetFirstName] cries out in a tongue foreign to you and looks wildy about, looking for shelter from.. something.;[From.GetFirstName] est assis(e) au sol, jouant avec ses jouets, quand une sombre chose semble soudainement l'envahir. Secoué(e) de spasmes, [From.GetFirstName] crie dans une langue qui vous est étrangère et ses yeux se révulsent.;[From.GetFirstName] sitzt auf dem Boden und spielt mit [From.GetHerHis] Spielsachen, als plötzlich etwas Dunkles über das Kind kommt. Wild zuckend schreit [From.GetFirstName] in fremden Zungen, mit nach hinten gerollten Augen.;;[From.GetFirstName] está sentado en el suelo, jugando con [From.GetHerHis] juguetes cuando algo oscuro parece sucederle al niño. Mientras tiene violentos espasmos, [From.GetFirstName] grita en un idioma extranjero  y [From.GetHerHis] ojos ruedan hacia dentro de [From.GetHerHis] cabeza.;;;;;;;;;x
celtic.219.a;That can't be a good sign...;C'est de bien mauvais augure...;Das kann kein gutes Zeichen sein…;;Eso no puede ser una buena señal…;;;;;;;;;x
celtic.221.desc;An inhuman wail interrupts your sleep, and you hurry outside with your sword. On the ground in front of the castle you find [From.GetFirstName] running around in circles around a burning fire.;Un cri inhumain vous réveille et vous vous ruez à l'extérieur, la hache à la main. Vous apercevez [From.GetFirstName], la tête à l'envers, courant à quatre pattes comme une araignée, en faisant de grands cercles devant la longère.;Ein unmenschlicher Schrei unterbricht Euren Schlaf und mit Eurer Axt eilt Ihr nach draußen. Auf dem Boden vor dem Langhaus findet Ihr [From.GetFirstName] im Kreis rennend vor, gleich einer Spinne auf allen Vieren laufend.;;Un aullido inhumano interrumpe tu sueño, y sales afuera apresuradamente con tu hacha. En el suelo frente a la casa comunal encuentras a [From.GetFirstName] corriendo en círculos arriba y abajo a cuatro patas como una araña.;;;;;;;;;x
celtic.221.a;[This.Religion.GetRandomGodNameCap] help me...;Que [This.Religion.GetRandomGodNameCap] me vienne en aide...;[This.Religion.GetRandomGodNameCap] hilf mir…;;[This.Religion.GetRandomGodNameCap] ayúdame…;;;;;;;;;x
