#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###### Modifiers;;;;;;;;;;;;;;x
luxor_admin;Luxor Administrative Offices;Bureaux administratifs de Louxor;Luxor Administrative Offices;;Luxor Administrative Offices;;;;;;;;;x
CHRONICLE_EGYPTIAN_PRIESTHOOD;Backed by [Root.GetTitledName]'s contributions and the growing power of the reborn Kemetic faith, [Prev.GetDynName] was installed as the Paragon Xroj, the first high priest of a new Kemetic era.;Appuyé par les contributions de [Root.GetTitledName] et le pouvoir croissant de la foi Kémite renaissant, [Prev.GetDynName] a été installé en tant que Paragon Xroj, le premier grand prêtre d'une nouvelle ère Kémite. ;;;;;;;;;;;;x
CHRONICLE_ANUBIS_GUARD;Backed by [Root.GetTitledName]'s contributions and the growing power of the reborn Kemetic faith, the Anubis Guard, an order of chariot archers and spears, was established under the command of [Prev.GetDynName].;Appuyé par les contributions de [Root.GetTitledName] et le pouvoir croissant de la foi Kémite renaissant, les gardes d'Anubis, un ordre d'archers et de lances de chariots, a été créé sous le commandement de [Prev.GetDynName].;;;;;;;;;;;;x
CHRONICLE_HORUS_GUARD;Backed by [Root.GetTitledName]'s contributions and the growing power of the reborn Kemetic faith, the Horusian Guard was established under the command of [Prev.GetTitledName].;Appuyé par les contributions de [Root.GetTitledName] et le pouvoir croissant de la foi Kémite renaissant, les gardes d'Horus a été créé sous le commandement de [Prev.GetDynName].;;;;;;;;;;;;x
CHRONICLE_LUXOR_RESTORED;[From.GetTitledName] finished construction on the Grand Temple of Luxor, marshaling in a new age of glory for the Kemetic faith.;[From.GetTitledName] a terminé la construction sur le Grand Temple de Louxor, marquant un nouvel âge de gloire pour la foi Kémite.;;;;;;;;;;;;x
CHRONICLE_ATEN_PRIESTHOOD;On this day, [GetTitledName] declared [GetHerHim]self the Meryaten, high priest of Aten, ushering in a new era of the Most High God.;En ce jour, [GetTitledName] a déclaré lui-même le Meryaten, grand prêtre d'Aten, inaugurant une nouvelle ère du Dieu Très Haut.;;;;;;;;;;;;x
CHRONICLE_BURNING_BLADES;[GetTitledName] organized the Burning Blades, an order of holy warriors in service to the Aten, and led by [Prev.GetTitledName].;[GetTitledName] a mis en place les Lames Brûlantes, un ordre de guerriers saints en service à l'Aton, et dirigé par [Prev.GetTitledName].;;;;;;;;;;;;x
CHRONICLE_AKHETATEN_RESTORED;[From.GetTitledName] finished construction on the Grand Temple of Akhetaten, marshaling in a new age of glory for the Kemetic faith.;[From.GetTitledName] a terminé la construction sur le Grand Temple d'Akhetaton, marquant dans un nouvel âge de gloire pour la foi Kémite.;;;;;;;;;;;;x
###### Aten Events
atenic.0.title;The Restoration of Akhetaten;La restauration d'Akhetaton;;;;;;;;;;;;x
atenic.0.desc;It has been thousands of years since Akhetaten, the great temple city of Aten, was abandoned. But now, you've decided to strike ground at the ancient site and build a new temple complex as a beacon of Aten's faithful.;Depuis des milliers d'années, Akhetaton, la grande ville du temple d'Aton, a été abandonnée. Mais maintenant, vous avez décidé de frapper sol à l'ancien site et de construire un nouveau complexe de temple comme un phare des fidèles d'Aton.;;;;;;;;;;;;x
atenic.0.a;It shall rise from the sands greater than ever!;Il se lèvera des sables plus que jamais !;;;;;;;;;;;;x
atenic.1.title;Expansion;Expansion;;;;;;;;;;;;x
atenic.1.desc;Work in Akhetaten is proceeding well, and your chief architect informs you that the bedrock around the old temple foundation extends farther than originally thought. He wishes to know if you'd like to add another wing to the temple.;Les travaux sur Akhetaton se déroule bien, et votre architecte en chef vous informe que la roche autour de la vieille fondation du temple s'étend plus loin qu'on ne le pensait à l'origine. Il souhaite savoir si vous souhaitez ajouter une autre aile au temple.;;;;;;;;;;;;x
atenic.1.a;Add a great library;Ajouter une grande bibliothèque;;;;;;;;;;;;x
atenic.1.b;Add lodging for fanatics;Ajouter un logement pour les fanatiques;;;;;;;;;;;;x
atenic.1.c;Add an administrative center;Ajouter un centre administratif;;;;;;;;;;;;x
atenic.2.title;Akhetaten Restored;Akhetaton restauré;;;;;;;;;;;;x
atenic.2.desc;The temple of Akhetaten has been restored! Now settlement of the area is underway and a new age for Atenism can begin!;Le temple d'Akhetaton a été restauré ! Maintenant, l'établissement de la région est en cours et un nouvel âge pour l'Atonisme peut commencer !;;;;;;;;;;;;x
atenic.2.a;Glorious!;Glorieux !;;;;;;;;;;;;x
atenic.3.title;Restoration of Akhetaten;La restauration d'Akhetaton;;;;;;;;;;;;x
atenic.3.desc;In the sands of Egypt a new temple to Aten, the sun disc personified, has arisen. Grand in scale and majestic to behold, [From.GetTitledFirstName]'s new temple city of Akhetaten is an impressive sight. Not only is the original sprawling temple complex restored and more glorious than ever, an entirely new wing has been built beyond the old foundations.;Dans les sables d'Égypte, un nouveau temple à Aton, le disque solaire personnifié, est apparu. Immense et majestueux à voir, le nouveau temple d'Akhetaton de [From.GetTitledFirstName] a une vue impressionnante. Non seulement le complexe original du temple a été restauré et plus glorieux que jamais, une aile entièrement nouvelle a été construite au-delà des anciennes fondations.;;;;;;;;;;;;x
atenic.3.a;Glory to the Aten!;Gloire à Aton !;;;;;;;;;;;;x
atenic.3.b;Most troubling...;Inquiétant ...;;;;;;;;;;;;x
atenic.4.title;A New Dawn for Aten;Une nouvelle aube pour Aton;;;;;;;;;;;;x
atenic.4.desc;It has been thousands of years since worship of the Aten has been dominant in Egypt. Now, under the leadership of [Root.GetTitledName] as leader of the restored priesthood, the followers of Aten are ascendant. The people of Egypt will no longer be swayed by false gods, but guided by the light of Aten, the one true god.;Il y a des milliers d'années, le culte d'Aton a dominé l'Égypte. Maintenant, sous la direction de [Root.GetTitledName]  en tant que chef du sacerdoce restauré, les adeptes d'Aton sont plus influant. Le peuple d'Égypte ne sera plus influencé par de faux dieux, mais guidé par la lumière d'Aton, le seul dieu vrai.;;;;;;;;;;;;x
atenic.4.a;Praise Aten!;Gloire à Aton !;;;;;;;;;;;;x
atenic.4.b;Unexpected...;Inattendu ...;;;;;;;;;;;;x
atenic.5.title;Burning Blades;Les Lames Brûlantes;;;;;;;;;;;;x
atenic.5.desc;Rumor has spread of a band of holy warriors who coat there swords in a strange paste and set them on fire before riding into battle, singing praises to Aten. Organized by [GetTitledName] and led by [Prev.GetTitledName], they are sworn to destroy the enemies of the Atenic faith. One would certainly have a large army at their back before challenging these devoted warriors. Or a death wish.;Des rumeurs dissent qu'une bande de guerriers sacrés induisent leurs épées dans une pâte étrange et leurs mettent le feu avant de monter sur les champs de bataille, en chantant des louanges à Aton. Organisé par [GetTitledName] et dirigé par [Prev.GetTitledName], ils ont juré de détruire les ennemis de la foi Aton. Beaucoup de gens voudront certainement avoir une grande armée derrière eux avant de pouvoir les affronter.;;;;;;;;;;;;x
atenic.5.a;Ride, my warriors!;En avant, mes guerriers !;;;;;;;;;;;;x
atenic.5.b;Sounds dangerous...;Ça à l'air dangeureux ...;;;;;;;;;;;;x
